pair_indices,doc1_full_text,doc2_full_text,full_prompt,raw_llm_response,constraint_type,constraint
"(266, 696)",Microsoft Joins The Linux Foundation,Microsoft is extending it's reach and joining the Linux Foundation. Read about it here!,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Microsoft Joins The Linux Foundation
Snippet 2: Microsoft is extending it's reach and joining the Linux Foundation. Read about it here!
",YES,Must-Link,"('MUST', (266, 696))"
"(182, 482)",@user Thank you for this =),@user @user Thanks,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user Thank you for this =)
Snippet 2: @user @user Thanks
",YES,Must-Link,"('MUST', (182, 482))"
"(409, 765)",Fractures Set Better and Healed Faster with Homeopathy - Homeopathy Plus,#HomeopathyPlus Fractures set better with homeopathy. #Love #collagenbabe,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Fractures Set Better and Healed Faster with Homeopathy - Homeopathy Plus
Snippet 2: #HomeopathyPlus Fractures set better with homeopathy. #Love #collagenbabe
",NO,Cannot-Link,"('CANNOT', (409, 765))"
"(164, 332)","To me, Leonard Cohen achieves a kind of sainthood only through his tremendous imperfections - he never pretended to be a great man",Are you prepared for the latest craze? #Hatchimals #blackfriday,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: To me, Leonard Cohen achieves a kind of sainthood only through his tremendous imperfections - he never pretended to be a great man
Snippet 2: Are you prepared for the latest craze? #Hatchimals #blackfriday
",NO,Cannot-Link,"('CANNOT', (164, 332))"
"(521, 1233)","And so they call him Kim Fatty the Fourth 金四胖 now ,",People are calling him Kim Fatty The Third?,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: And so they call him Kim Fatty the Fourth 金四胖 now ,
Snippet 2: People are calling him Kim Fatty The Third?
",NO,Cannot-Link,"('CANNOT', (521, 1233))"
"(218, 420)",#Spurs #GoSpursGo 2004-05 #Topps Chrome Refractors #50 Tim Duncan - NM-MT #TimDuncan #NBA,#Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF #TimDuncan #NBA,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #Spurs #GoSpursGo 2004-05 #Topps Chrome Refractors #50 Tim Duncan - NM-MT #TimDuncan #NBA
Snippet 2: #Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF #TimDuncan #NBA
",YES,Must-Link,"('MUST', (218, 420))"
"(764, 1352)","Please, make @user sing the song once again #BeautyAndTheBeast !",@user @user @user @user WE WANT @user FOR THE SOUNDTRACK ! #BeautyAndTheBeast #disney,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Please, make @user sing the song once again #BeautyAndTheBeast !
Snippet 2: @user @user @user @user WE WANT @user FOR THE SOUNDTRACK ! #BeautyAndTheBeast #disney
",NO,Cannot-Link,"('CANNOT', (764, 1352))"
"(97, 338)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,Lover Lover Lover by Leonard Cohen is totally about being a trans girl like come on it's not even subtle,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: Lover Lover Lover by Leonard Cohen is totally about being a trans girl like come on it's not even subtle
",NO,Cannot-Link,"('CANNOT', (97, 338))"
"(97, 857)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,"AUKEY Car Charger with Quick Charge 3.0 for LG G5, Samsung Galaxy S7/S6/Edge, Note 7/5/4","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: AUKEY Car Charger with Quick Charge 3.0 for LG G5, Samsung Galaxy S7/S6/Edge, Note 7/5/4
",NO,Cannot-Link,"('CANNOT', (97, 857))"
"(753, 1113)",#GilmoreGirlsTop4 brought to you by 1. Babette 2. Jackson 3. Jess 4. Brian 🤗 Happy #GilmoreGirlsRevival Day!!,"Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #GilmoreGirlsTop4 brought to you by 1. Babette 2. Jackson 3. Jess 4. Brian 🤗 Happy #GilmoreGirlsRevival Day!!
Snippet 2: Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...
",NO,Cannot-Link,"('CANNOT', (753, 1113))"
"(210, 884)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,my sister pronounced homeopathy as homo therapy and i just???????,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: my sister pronounced homeopathy as homo therapy and i just???????
",NO,Cannot-Link,"('CANNOT', (210, 884))"
"(1128, 1158)",@user and supports #Hamas training children to murder #Jews for the sake of Allah,"@user @user @user #Hamas is #ISIS, #Jihad is #Terrorism","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user and supports #Hamas training children to murder #Jews for the sake of Allah
Snippet 2: @user @user @user #Hamas is #ISIS, #Jihad is #Terrorism
",NO,Cannot-Link,"('CANNOT', (1128, 1158))"
"(608, 1047)",Forms of power still use fossil fuels as a power source and a build component.,Who's better than Grayson Allen or josh Jackson 😂😂😂😂😂,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Forms of power still use fossil fuels as a power source and a build component.
Snippet 2: Who's better than Grayson Allen or josh Jackson 😂😂😂😂😂
",NO,Cannot-Link,"('CANNOT', (608, 1047))"
"(83, 1203)",I liked a @user video from @user Watch Me Troll The Young Turks at Trump Protest in NYC (Excerpt,I liked a @user video SJW Anti-Trump Protesters Get Triggered [Liberal Riots],"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: I liked a @user video from @user Watch Me Troll The Young Turks at Trump Protest in NYC (Excerpt
Snippet 2: I liked a @user video SJW Anti-Trump Protesters Get Triggered [Liberal Riots]
",YES,Must-Link,"('MUST', (83, 1203))"
"(377, 865)",Love u robotsEDVEN StillfAYTing,Just keep on tweeting Team Robots! :) EDVEN StillfAYTing,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Love u robotsEDVEN StillfAYTing
Snippet 2: Just keep on tweeting Team Robots! :) EDVEN StillfAYTing
",NO,Cannot-Link,"('CANNOT', (377, 865))"
"(196, 776)","Economically, there was the self regulating market and, internationally, the gold standard.",guess whom @user is obsessed with right now😊🙏🏼❤️️#AshleyGraham #plussizefashion,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Economically, there was the self regulating market and, internationally, the gold standard.
Snippet 2: guess whom @user is obsessed with right now😊🙏🏼❤️️#AshleyGraham #plussizefashion
",NO,Cannot-Link,"('CANNOT', (196, 776))"
"(299, 766)",zac efron poses nude #lovely libra porn,zac efron completely naked,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: zac efron poses nude #lovely libra porn
Snippet 2: zac efron completely naked
",NO,Cannot-Link,"('CANNOT', (299, 766))"
"(210, 829)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,Boris Johnson just publicly contradicted Theresa May,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: Boris Johnson just publicly contradicted Theresa May
",NO,Cannot-Link,"('CANNOT', (210, 829))"
"(24, 1391)",Catching up on TWD #amc #TheWalkingDead,Finally caught up with #TheWalkingDead,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Catching up on TWD #amc #TheWalkingDead
Snippet 2: Finally caught up with #TheWalkingDead
",YES,Must-Link,"('MUST', (24, 1391))"
"(266, 604)",Microsoft Joins The Linux Foundation,Well that's something I never expected 2 read!Microsoft's #Linux love affair leads it to join The Linux Foundation,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Microsoft Joins The Linux Foundation
Snippet 2: Well that's something I never expected 2 read!Microsoft's #Linux love affair leads it to join The Linux Foundation
",YES,Must-Link,"('MUST', (266, 604))"
"(97, 834)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,@user has officially joined the #GilmoreGirls fandom 🙌🏼🙌🏼🙌🏼 @user #GilmoreGirlsTop4,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: @user has officially joined the #GilmoreGirls fandom 🙌🏼🙌🏼🙌🏼 @user #GilmoreGirlsTop4
",NO,Cannot-Link,"('CANNOT', (97, 834))"
"(230, 694)",Yesterday: #NationalFastFoodDayToday: #NationalTakeaHikeDayCoincidence? I think not....,Yesterday was #NationalFastFoodDay and today is TAYLOR DAY!! Coincidence? I don't think so. 🤗🌮🍟🍔🍕,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Yesterday: #NationalFastFoodDayToday: #NationalTakeaHikeDayCoincidence? I think not....
Snippet 2: Yesterday was #NationalFastFoodDay and today is TAYLOR DAY!! Coincidence? I don't think so. 🤗🌮🍟🍔🍕
",YES,Must-Link,"('MUST', (230, 694))"
"(95, 167)","Microsoft—yes, Microsoft—joins the Linux Foundation",Microsoft joins the Linux Foundation | Really glad to see this. Hopefully it bodes well for Window's future,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Microsoft—yes, Microsoft—joins the Linux Foundation
Snippet 2: Microsoft joins the Linux Foundation | Really glad to see this. Hopefully it bodes well for Window's future
",YES,Must-Link,"('MUST', (95, 167))"
"(97, 134)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,Loving Ashley Graham from last night's taping of VH1 #VH1Divas Holiday Unsilent Night!,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: Loving Ashley Graham from last night's taping of VH1 #VH1Divas Holiday Unsilent Night!
",NO,Cannot-Link,"('CANNOT', (97, 134))"
"(299, 1433)",zac efron poses nude #lovely libra porn,Minimum wage is a bandaid. Minimum income is the goal.,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: zac efron poses nude #lovely libra porn
Snippet 2: Minimum wage is a bandaid. Minimum income is the goal.
",NO,Cannot-Link,"('CANNOT', (299, 1433))"
"(228, 664)","I don't mind Duke, but I hate Grayson Allen 😴🏀",8 Romantic Lesbian Movies To Get You In The Mood For Love -,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: I don't mind Duke, but I hate Grayson Allen 😴🏀
Snippet 2: 8 Romantic Lesbian Movies To Get You In The Mood For Love -
",NO,Cannot-Link,"('CANNOT', (228, 664))"
"(420, 457)",#Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF #TimDuncan #NBA,#Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT #TimDuncan #NBA,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF #TimDuncan #NBA
Snippet 2: #Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT #TimDuncan #NBA
",YES,Must-Link,"('MUST', (420, 457))"
"(498, 1427)",siri how did david blaine stab an ice pick through his hand without any lasting nerve damage,"Mareb University is hosting a conference on Women IDPs in Mareb during Nov 26-27, 2016. #Yemen","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: siri how did david blaine stab an ice pick through his hand without any lasting nerve damage
Snippet 2: Mareb University is hosting a conference on Women IDPs in Mareb during Nov 26-27, 2016. #Yemen
",NO,Cannot-Link,"('CANNOT', (498, 1427))"
"(22, 625)",Review: Google Earth VR - VR Today Magazine (apparently remarkable achievement!) @user #VR,Google Earth VR is awesome crazy. via /r/Vive,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Review: Google Earth VR - VR Today Magazine (apparently remarkable achievement!) @user #VR
Snippet 2: Google Earth VR is awesome crazy. via /r/Vive
",YES,Must-Link,"('MUST', (22, 625))"
"(652, 752)","""Kim fatty the third""","Evil Blogger Lady: Kim ""Fatty The Third"" Jong-Un","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: ""Kim fatty the third""
Snippet 2: Evil Blogger Lady: Kim ""Fatty The Third"" Jong-Un
",NO,Cannot-Link,"('CANNOT', (652, 752))"
"(164, 581)","To me, Leonard Cohen achieves a kind of sainthood only through his tremendous imperfections - he never pretended to be a great man",@user oh my😱 yes please #BlackFriday #Hatchimals,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: To me, Leonard Cohen achieves a kind of sainthood only through his tremendous imperfections - he never pretended to be a great man
Snippet 2: @user oh my😱 yes please #BlackFriday #Hatchimals
",NO,Cannot-Link,"('CANNOT', (164, 581))"
"(97, 347)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,Harry have a beautiful voices just like his heart..❤#HarryStyles #OneDirection,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: Harry have a beautiful voices just like his heart..❤#HarryStyles #OneDirection
",NO,Cannot-Link,"('CANNOT', (97, 347))"
"(834, 1425)",@user has officially joined the #GilmoreGirls fandom 🙌🏼🙌🏼🙌🏼 @user #GilmoreGirlsTop4,I suspect the reason why Putin denounced bitcoin is b/c countries manipulate their currency value to help each other with regards to trade.,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user has officially joined the #GilmoreGirls fandom 🙌🏼🙌🏼🙌🏼 @user #GilmoreGirlsTop4
Snippet 2: I suspect the reason why Putin denounced bitcoin is b/c countries manipulate their currency value to help each other with regards to trade.
",NO,Cannot-Link,"('CANNOT', (834, 1425))"
"(210, 1133)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,@user also worst sufjan album... and joanna newsoms voice is rlly shrill and obnxious (bob dylan's is unique tho)... bad taste arie,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: @user also worst sufjan album... and joanna newsoms voice is rlly shrill and obnxious (bob dylan's is unique tho)... bad taste arie
",NO,Cannot-Link,"('CANNOT', (210, 1133))"
"(97, 1165)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,"*Watching HSM**Troy Bolton (Zac Efron) is singing Hazel: ""OMG He's So Hot JUST DO ME""@hazel_gomez01","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: *Watching HSM**Troy Bolton (Zac Efron) is singing Hazel: ""OMG He's So Hot JUST DO ME""@hazel_gomez01
",NO,Cannot-Link,"('CANNOT', (97, 1165))"
"(28, 666)",@user I'm voting for Tim Duncan,@user thanks Tim Duncan 👴🏼,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user I'm voting for Tim Duncan
Snippet 2: @user thanks Tim Duncan 👴🏼
",NO,Cannot-Link,"('CANNOT', (28, 666))"
"(1113, 1450)","Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...",If @user made an appearance as Adam again I'd have to call him a God because he has so much material on #ThisIsUs  #yr #Dreams,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...
Snippet 2: If @user made an appearance as Adam again I'd have to call him a God because he has so much material on #ThisIsUs  #yr #Dreams
",NO,Cannot-Link,"('CANNOT', (1113, 1450))"
"(625, 1333)",Google Earth VR is awesome crazy. via /r/Vive,"Google earth VR is easily the most amazing thing I've used. Flew down my street in South Africa, around london and New York in seconds.","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Google Earth VR is awesome crazy. via /r/Vive
Snippet 2: Google earth VR is easily the most amazing thing I've used. Flew down my street in South Africa, around london and New York in seconds.
",YES,Must-Link,"('MUST', (625, 1333))"
"(344, 1241)",#MuhammadAli Muhammad Ali Signed Autograph Framed Original 1974 Program JSA Authenticated #Legend #Boxer,#MuhammadAli Easton Press Signed copy of Muhammad Ali His Life and Times #Legend #Boxer,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #MuhammadAli Muhammad Ali Signed Autograph Framed Original 1974 Program JSA Authenticated #Legend #Boxer
Snippet 2: #MuhammadAli Easton Press Signed copy of Muhammad Ali His Life and Times #Legend #Boxer
",YES,Must-Link,"('MUST', (344, 1241))"
"(49, 1185)",@user we'll miss you in Seattle! Especially when you win your NL Cy Young award!,"@user good luck Tai! Seattle s going to miss you, go win the NL Cy young","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user we'll miss you in Seattle! Especially when you win your NL Cy Young award!
Snippet 2: @user good luck Tai! Seattle s going to miss you, go win the NL Cy young
",YES,Must-Link,"('MUST', (49, 1185))"
