document_index,document_text,generated_keyphrases
532,brighten living room lights,"lighting enhancement, living room illumination, brighten lights, interior lighting adjustment, home lighting control, ambient light improvement, residential lighting"
533,raise all the lights on,"lighting enhancement, illuminating space, brightening environment, lighting control, ambient lighting, lighting adjustment, illumination improvement"
534,raise the lights,"stage lighting, performance ambiance, lighting adjustment, theatrical lighting cues, mood enhancement, lighting control, stage illumination"
535,brighten the light at seventy percent,"adjusting light brightness, lighting control, dim or brighten lights, 70% light intensity, lighting adjustment commands, ambient light settings, illumination level modification"
536,increase,"increase, growth, escalation, amplification, rise in quantity or intensity, expansion, upward trend"
537,brighten the lights,"lighting enhancement, increase illumination, brighten environment, adjust lighting levels, improve visibility, lighting control, ambient light adjustment"
538,deactive the socket,"socket deactivation, disable network socket, network connection management, socket shutdown process, network interface control, terminate socket connection, network troubleshooting"
539,turn off the rice cooker socket,"turn off rice cooker, disconnect rice cooker socket, power off kitchen appliance, unplug rice cooker, safety procedure for rice cooker, electrical safety in kitchen, appliance shutdown process"
540,power off wemo plug socket,"Wemo smart plug, power off, remote control, smart home automation, device management, Wi-Fi enabled socket, electrical device control"
541,please switch off on the wemo plug socket,"Wemo plug socket control, Turning off electrical devices, Smart home automation, Remote device management, Energy saving commands, IoT device control, Smart plug operation"
542,shut the smart socket down,"smart socket control, device shutdown command, IoT device management, electronic appliance power off, smart home automation, remote device control, power management"
543,i do not want to use the socket anymore,"discontinuing socket usage, ceasing socket connection, stop using socket, socket deactivation, ending socket communication, abandoning socket connection, socket disconnection"
544,turn off my smart plug in thirty minutes,"smart plug control, timed device shutdown, home automation, remote device management, scheduled power off, smart home commands, timed appliance control"
545,turn off wifi when you leave home to save power,"Wi-Fi power saving, Turning off Wi-Fi when leaving home, Energy conservation, Wireless network management, Device power efficiency, Smart home automation, Network security and privacy"
546,please turn off my smart plug socket,"smart plug control, device power management, home automation, remote device switching, electronic device control, smart home commands, power socket automation"
547,turn on the wemo plug socket to connect my charger to it,"Wemo plug socket activation, smart home device control, charger connection automation, IoT device management, remote power switching, smart plug operation, home automation"
548,turn on the plug,"device control, electrical appliance activation, smart home automation, power switch command, remote device management, electrical outlet control, turning on electronic devices"
549,on all the button on dashboard,"dashboard interface, button functionalities, user interaction elements, UI navigation controls, dashboard features, user experience design, interface usability"
550,toggle wemo plug socket on,"smart home automation, Wemo plug control, device toggling command, Internet of Things (IoT) device, remote power switch, smart socket activation, home device management"
551,wemo on,"Wemo smart devices, home automation, IoT smart home, Wemo app control, smart device integration, wireless smart switches, home automation ecosystem"
552,start new smart socket,"smart socket activation, home automation device, IoT smart plug, remote control of electrical outlets, smart home technology, energy management, wireless connectivity"
553,make the wemo go on,"smart home automation, Wemo device control, turning Wemo on, IoT device management, voice command for smart devices, home automation commands, Wemo switch activation"
554,create a list of monthly groceries to be bought,"monthly grocery list, shopping list, grocery planning, food procurement, monthly meal planning, shopping list creation, grocery shopping"
555,create a list of books to be ordered,"book ordering list, library procurement, reading material selection, book collection management, literature acquisition plan, bibliography compilation, library inventory planning"
556,create a blank list,"semantic understanding, intent classification, keyphrase extraction, core meaning, topics and semantic content, broader concepts, related terminology"
557,add to list,"semantic understanding, intent classification, keyphrase extraction, core meaning, topic identification, semantic content analysis, information retrieval"
558,add these documents to the things i need to travel with,"travel essentials, packing list, travel documents, personal belongings, necessities for travel, trip preparation items, travel checklist"
559,start a new list,"semantic understanding, intent classification, keyphrase extraction, core meaning, topic identification, semantic content analysis, natural language processing"
560,create a new to do list,"task management, to-do list creation, productivity tools, task organization, reminder system, task prioritization, personal task planning"
561,search the item,"item search, search functionality, product lookup, inventory search, search query, item retrieval, search feature"
562,create a new shopping list,"shopping list creation, grocery planning, list management, shopping list organization, item categorization, grocery shopping preparation, to-do list for shopping"
563,start new list,"semantic understanding, intent classification, keyphrase extraction, core meaning analysis, topic identification, semantic content analysis, natural language processing"
564,i need to set up a new list,"list management, creating a new list, task organization, to-do list setup, list creation process, personal productivity tools, task categorization"
565,remind me to buy jeans on my shopping list,"shopping list reminder, buy jeans, personal task management, clothing purchase, reminder notification, shopping list item, clothing shopping"
566,add cereal to my shopping list,"adding cereal to shopping list, grocery shopping, list management, food item addition, shopping list organization, cereal purchase, grocery list update"
567,i need to make a list,"list creation, task organization, note-taking, to-do list, information compilation, reminder management, task planning"
568,please add item to list,"adding item to list, list management, item insertion, list modification, user instructions, task execution, list editing"
569,make a new list of dog breeds,"dog breeds, list creation, canine breeds, breed classification, dog breed catalog, breed diversity, canine taxonomy"
570,add item,"item addition process, inventory management, data entry procedures, system update methods, item categorization, stock tracking, inventory control"
571,make a catalogue,"catalogue creation, inventory listing, product catalog, item organization, collection compilation, catalog management, inventory documentation"
572,put this on my list,"task management, to-do list, organization, productivity, task prioritization, personal organization, task tracking"
573,open google keep,"note-taking application, Google Keep, digital note management, cloud-based notes, productivity tools, reminder and checklist features, organization and collaboration"
574,what is the list type,"list data type, programming list structure, list in Python, list collection, list syntax, list operations, data structures"
575,what list did i make today,"personal task list, daily to-do list, self-organized list, personal productivity, daily planning, task management, personal organization"
576,did i put toothpaste on my pick up list,"toothpaste, shopping list, pickup list, personal item, toothpaste purchase, errand planning, personal care items"
577,please show me lists,"list display request, show me lists, request for list presentation, displaying lists, list visualization"
578,groceries list,"grocery shopping list, food items, shopping essentials, daily groceries, pantry staples, food categories, shopping list management"
579,tell me my lists,"user's personal lists, list management, personal organization, to-do lists, reminder lists, user's data retrieval, list retrieval"
580,how many items are on my list,"item count inquiry, list length, number of items, list contents, item enumeration, quantity of list elements, list analysis"
581,tell me the names on the list,"list of names, names on the list, requested names, list inquiry, name identification"
582,show the list that are available with numbers,"list of available items, numbered list display, show available options with numbering, display options with sequence numbers, enumerated list of items, available items with index numbers, list presentation with numeric labels"
583,please tell me what lists i have made,"list management, personal lists, created lists, list organization, user's lists, list tracking, list categorization"
584,most viewed list,"most viewed list, popular content ranking, top viewed items, trending topics, highly accessed content, viewership statistics, content popularity metrics"
585,what did i put down already on the walmart list,"Walmart shopping list, items already added, grocery list management, shopping list organization, personal shopping list, list of purchased items, inventory tracking"
586,can i see my lists for today,"task management, daily to-do lists, personal productivity, list review, today's tasks, task organization, schedule overview"
587,is there anything on my list today,"to-do list, daily schedule, tasks for today, personal planning, agenda items, reminders for today, daily commitments"
588,what open lists do i have,"open lists, task management, to-do lists, list organization, personal productivity, task tracking, reminder lists"
589,what is on my playlist,"music playlist, personal music collection, song selection, music preferences, playlist content, music organization, personal playlist management"
590,what's on the list,"list of items, to-do list, agenda items, pending tasks, scheduled activities, itemized list, task overview"
591,whats the schedule for today,"daily schedule, today's agenda, schedule inquiry, daily plans, itinerary for today, today's timetable, schedule information"
592,can you remove this item from the list,"item removal request, list modification, delete list item, user instruction, item deletion from list, list editing action, removing specific element"
593,delete last entry,"semantic understanding, intent classification, keyphrase extraction, core meaning, topic identification, semantic content analysis, natural language processing"
594,remove books from list,"remove books, list management, library organization, book cataloging, inventory editing, digital list modification, item removal"
595,please remove my list of favorite albums,"remove favorite albums, delete playlist, clear music preferences, edit music library, manage favorite songs, modify user preferences, music library management"
596,please delete what i just typed,"user input deletion request, privacy and data removal, user command to delete text, text deletion instruction, user-initiated content removal, privacy concern handling, content management request"
597,take bread out from the shopping list,"shopping list, bread, grocery shopping, item removal, list editing, food shopping, shopping list management"
598,change that off the list,"list modification, removing item from list, list editing, content update, list management"
599,remove the list of apps which started with letter a,"app list removal, applications starting with letter a, filtering apps by initial letter, app management, application filtering, software list modification, app categorization"
600,remove this from the list,"semantic understanding, intent classification, keyphrase extraction, core meaning analysis, topic identification, semantic content analysis, natural language processing"
601,get rid of peas,"disposal of peas, removing peas, eliminating peas from diet, vegetable exclusion, culinary ingredient removal, food preparation steps, vegetable management"
602,remove item three from the list,"list modification, remove item from list, edit list content, item deletion, list management"
603,take grocery buying off of the list,"grocery shopping, removing item from shopping list, list management, shopping list modification, grocery list update, task to eliminate grocery item, list editing"
604,i don't have enough money to buy the nintendo switch right now can you please remove it on my amazon wishlist,"financial constraint, wishlist removal, Nintendo Switch purchase, Amazon wishlist management, shopping budget limitations, product removal request, consumer purchasing intent"
605,i want to remove apples from list,"remove items from list, manage shopping list, delete 'apples' entry, list editing commands, fruit list modification, item removal action, list management"
606,please remove this item from the list,"item removal, list management, task instruction, content modification, item deletion, list editing, instruction to remove an element"
607,delete item,"item deletion, remove item, delete command, data removal, content management, user instruction, item management"
608,remove item four,"item removal, list editing, task simplification, content modification, instruction to delete, item deletion process, list management"
609,get rid of mike stein from contacts list,"contact management, remove contact, delete Mike Stein, contacts list editing, privacy and contact removal, manage contacts, contact list update"
610,delete my grocery list in my notes,"delete grocery list, remove notes, manage personal notes, note-taking app commands, list management, digital note organization, task to delete note"
611,save this song in my favorites,"saving a song to favorites, adding music to favorites list, bookmarking a song, marking a song as favorite, storing preferred songs, music playlist management, personal music collection"
612,please rate this song five stars please,"song rating, user feedback, music review, rating request, positive feedback, music appreciation, star rating"
613,i like alt rock music,"alternative rock music, music preferences, rock genre, music taste, indie rock, music enjoyment, genre preference"
614,add song to running list,"adding a song to playlist, updating music queue, modifying running playlist, adding track to current list, music playlist management, song addition process, updating song list"
615,i like to be it,"personal expression, identity and self-perception, desire for embodiment, self-identity, individuality, subjective experience, personal preference"
616,add this channel to pandora,"adding a channel to Pandora, Pandora music streaming, create or include a new channel, customizing Pandora playlists, personalized radio channels, music content management, streaming service customization"
617,this song should be on my playlist,"music playlist, adding song to playlist, song selection, personal music collection, music preferences, playlist curation, favorite songs"
618,i like it,"positive sentiment, personal preference, expression of liking, informal feedback, subjective opinion, casual communication, positive emotion"
619,add this song to favorites playlist,"adding song to favorites, adding to playlist, music playlist management, favoriting a song, playlist customization, music library organization, saving songs to favorites"
620,i favorite singer is arijit singh find his voice on radio,"Arijit Singh, favorite singer, voice on radio, music preferences, Indian playback singer, listening to music, music discovery"
621,i really enjoy this song,"music enjoyment, positive sentiment towards song, personal music preference, appreciation of musical piece, emotional response to music, song liking, musical taste"
622,i'd like you to remember that i like this song,"personal preferences, music liking, song appreciation, memory of favorite song, expressing musical preference, storing liked music, music enjoyment"
623,what is in my favorites music folder,"Music favorites folder, Personal music collection, Favorite songs and artists, Music organization and storage, User's preferred music files, Music library management, Audio file categorization"
624,please save the current song to favorites,"save song to favorites, add current song to playlist, mark song as favorite, store song in favorites list, bookmark current track, save music preference, favorite song management"
625,all i ever want to hear is rap,"music preference, rap music, auditory desire, musical genre preference, listening preferences, music genre, rap"
626,the song you are playing is amazing,"music appreciation, positive feedback, song quality, musical enjoyment, auditory experience, music evaluation, listener's opinion"
627,please thumbs up this song,"music appreciation, rating a song, positive feedback, user interaction, music preference, song endorsement, liking a track"
628,remember that this song is good but too slow to exercise to,"music enjoyment, song tempo, exercise music suitability, music preference, song quality, tempo and activity compatibility, music selection for workouts"
629,who is the song writer,"songwriter identification, music composition authorship, lyricist recognition, song creation credits, musical work authorship, composer and lyricist roles, songwriting attribution"
630,please give me detail of o zaalima song,"O Zaalima song details, song information, music track description, song lyrics and background, Bollywood song details, music genre and artist, song release and context"
631,give me the details on elton john,"Elton John, biography, music career, albums and hits, personal life, awards and achievements, musical style"
632,what movie is this song from,"movie identification, song origin, film soundtrack, movie title query, music in films, cinematic soundtrack, film and music connection"
633,when did pop it like it's hot come out,"Pop It Like It's Hot, song release date, snoop dogg song, hip hop singles, 2004 music releases, rap song debut, music chart history"
634,what is the name of the singer,"singer identification, musician name inquiry, performer name question, vocalist identification, artist name request, entertainment industry query, music artist recognition"
635,who is singing this song,"song singer identification, performer of the song, vocalist recognition, music artist identification, who is performing this song, song attribution, artist behind the song"
636,i want to know what song has the phrase stairway to heaven in it,"song with phrase 'stairway to heaven', music lyrics 'stairway to heaven', identify song containing 'stairway to heaven', search for song lyrics, music query about 'stairway to heaven', song title or artist for 'stairway to heaven', lyrics search for specific phrase"
637,where can i find this song,"song search, music availability, where to find music, music platform locations, song location inquiry, music search query, finding specific song"
638,song info,"music track details, song metadata, musical composition information, audio file attributes, song title and artist, music genre and album, track duration and release date"
639,what list is available for my favorite music from ed sheeran,"music playlist, Ed Sheeran songs, favorite music list, music catalog, song list availability, music collection, Ed Sheeran discography"
640,who is this,"identity inquiry, personal identification, asking about someone's name or background, request for individual information, clarification of person's identity, seeking to know who someone is, identity verification"
641,list of playback of ar rahman collections,"A. R. Rahman music collections, playback songs, soundtrack compilations, Indian film music, music album listings, soundtrack playlists, Ar Rahman song list"
642,what music is this,"music identification, audio recognition, song detection, music genre classification, audio content analysis, musical piece recognition, sound identification"
643,what music service has some soul music i can listen to,"music streaming services, soul music availability, music service platforms, listening to soul music, music genre selection, music service features, music streaming options"
644,which songs do i listen to most,"music listening habits, most played songs, favorite songs, music preferences, song popularity, personal music playlist, listening frequency"
645,can you locate some gospel music for me,"gospel music search, locate gospel songs, music request, gospel genre, music discovery, religious music, song search assistance"
646,tell me the name of this music,"music identification, song name inquiry, music title request, audio recognition, music metadata retrieval, song identification, music recognition"
647,music traking,"music tracking, audio monitoring, sound analysis, music identification, playlist management, audio recognition, music metadata tracking"
648,shuffle this playlist,"playlist shuffling, music playlist management, randomizing song order, audio playlist control, music playback customization, shuffle feature in media players, playlist organization"
649,repeat this song when it ends,"music playback, repetition of song, audio looping, song repetition command, music control instruction, repeat music instruction, audio playback management"
650,cut the songs in this musics,"music editing, song segmentation, audio editing, music track modification, cutting songs, audio processing, music editing techniques"
651,repeat previous song,"music repetition, play previous song, song playback command, audio control, music playlist navigation, repeat last track, media player command"
652,please repeat that music again of akon,"music repetition, Akon song request, replay music, music playback, song repetition request, music playback command, Akon music"
653,repeat this song,"music repetition, song playback, repeating a song, audio loop, music practice, song performance, musical repetition"
654,repeat same song for ten times,"repetition of a song, music practice, listening to the same song repeatedly, musical repetition, song playback, audio looping, repeating a track"
655,add newscast time to daily schedule,"adding newscast time, daily schedule management, media scheduling, broadcast timing adjustment, news program planning, schedule optimization, media content timing"
656,what were the cities affected by the earthquake,"earthquake impact, affected cities, seismic event locations, disaster-affected urban areas, earthquake-affected regions, cities impacted by earthquake, seismic disaster zones"
657,head lines today from news,"current news headlines, latest news updates, breaking news summaries, today's news topics, news headlines overview, current events coverage, news reporting"
658,what is the seattle city council doing about homelessness,"Seattle City Council homelessness policies, homelessness initiatives in Seattle, city council actions on homelessness, Seattle urban social issues, homelessness solutions and programs, local government response to homelessness, Seattle city governance and social welfare"
659,find me any news from so clean the last six hours,"news update, recent news, latest information, so clean, last six hours, current events, news search"
660,what is the latest headline news from this newsource,"latest headline news, current news updates, news source headlines, recent news articles, breaking news headlines, news topics and events, up-to-date news information"
661,could you please find me the latest news from a source that i do not usually go to,"latest news, news source, information retrieval, news personalization, user preferences, news aggregation, unfamiliar news sources"
662,please keep tabs on how the presidential debates are going,"presidential debates, monitoring debate progress, political event tracking, candidate performance assessment, election campaign coverage, debate analysis, political discourse"
663,what's happening around the world,"global current events, world news, international affairs, worldwide happenings, global news updates, current global issues, international developments"
664,i want to know everything that breaks about the dam breaking in california,"dam failure, California dam breach, dam safety issues, structural failure of dams, consequences of dam break, dam infrastructure vulnerabilities, risk assessment of dam failures"
665,what is the latest news about obamacare,"Obamacare news, Affordable Care Act updates, health insurance policy, healthcare reform, latest healthcare legislation, insurance marketplace developments, Obamacare policy changes"
666,show news of migration,"migration news, human migration updates, population movement reports, migration trends, immigration and emigration news, demographic shifts, migration policy developments"
667,find new trump articles but not from fox news,"search for new articles about Donald Trump, exclude Fox News sources, news articles on Donald Trump, alternative news outlets about Trump, non-Fox Trump news, latest Trump news sources, Trump-related news without Fox News"
668,what's the latest news from xinhua,"latest news, Xinhua News Agency, current events, news update, news reporting, media news, news agency"
669,find me info on cars,"car information, automobile details, vehicle specifications, car models and features, transportation options, vehicle types and brands, car-related inquiries"
670,show me news from cnn,"news from CNN, CNN news updates, latest CNN headlines, current news CNN, CNN news coverage, news sources CNN, media outlet CNN"
671,what is the current state of brexit negotiations,"Brexit negotiations, current status of Brexit talks, UK-EU withdrawal process, Brexit agreement discussions, negotiation progress on Brexit, Brexit deal status, UK and EU relationship negotiations"
672,fast me the news of academy awards,"Academy Awards news, Oscar ceremony updates, film awards announcements, award winners and nominations, prestigious film awards, entertainment industry recognition, celebrity award acceptance"
673,i want the news about academy awards,"Academy Awards news, Oscar ceremony updates, film awards coverage, entertainment industry awards, award show announcements, movie industry recognition, prestigious film awards"
674,i want to hear more audiobook,"audiobook listening, desire to hear more audiobooks, interest in audiobooks, audio content consumption, preference for audiobooks, listening to audio books, audio entertainment preferences"
675,pause resume,"media playback control, pause and resume functions, user interface commands, audio/video control, playback management, media control actions, pause and continue operations"
676,resume my audio book from karl pilkington,"audio book summary, Karl Pilkington, resume audiobook, audio content overview, book narration, entertainment review, listening continuation"
677,book please,"Request for a book, Book borrowing or purchase, Literature or reading material, Request for reading resource, Seeking a specific book"
678,start playing american gods where i last stopped,"American Gods, resume playback, media playback, TV show continuation, episode navigation, media consumption, series continuation"
679,play from my last session of joes book,"play from previous session, Joe's book, last session playback, reading or performance session, session recall, book-related activity, audio or video playback"
680,open audio book history of rome,"audio book, history of Rome, Roman history, listening to history, educational audio, Roman civilization, historical narration"
681,start audiobook the time traveller,"audiobook playback, time traveler narrative, start audiobook command, sci-fi storytelling, time travel theme, audio entertainment, narrative initiation"
682,resume animal farm,"Animal Farm, George Orwell, allegorical novella, political satire, totalitarianism critique, animal rebellion, fable of Soviet Union"
683,can you play file,"audio file playback, media file playing, play audio or video file, file playback command, media player functionality, audio/video file access, media file handling"
684,audio,"audio processing, sound analysis, acoustic signals, audio signal analysis, sound recognition, audio data interpretation, acoustic information"
685,start from my last session of joes book,"Joe's book, last session, narrative continuation, story development, character progression, plot summary, literary analysis"
686,play from this point from this audiobook,"audiobook playback, audio narration, listening to audiobook, audio content control, media playback command, audio segment selection, digital media interaction"
687,resume my audiobook where we paused last,"resuming audiobook playback, continuing audio narration, audio book pause and resume, audio content playback control, resumption of audiobook listening, audio narration continuation, audio book session management"
688,resume the last kingdom for me,"The Last Kingdom, historical drama, Viking Age, British history, TV series summary, Uhtred of Bebbanburg, medieval England"
689,end pause on audio book history of rome,"audiobook history of Rome, Rome history narration, audio book pause feature, historical overview of Rome, Roman civilization overview, audio storytelling of Rome, narrative pause in audiobook"
690,i want to finish listening to the book one thousand nine hundred and eighty four from where i left off,"listening to a book, finishing a specific audiobook, reading 'Nineteen Eighty-Four', continuing an audiobook, book completion intent, audiobook progress, George Orwell's 'Nineteen Eighty-Four'"
691,keep reading,"reading comprehension, literacy development, educational engagement, text analysis, learning strategies, reading motivation, information processing"
692,can you play my favorite audio book of tarzan,"audio book playback, favorite audiobook, Tarzan story, voice command for playing, audio entertainment request, book listening request, media control for audiobooks"
693,play for me the game temple run,"Temple Run game, play request, endless runner game, mobile gaming, game interaction, entertainment request, game playing command"
694,i want to play solitare with you,"playing solitaire together, card game interaction, casual gaming invitation, digital solitaire gameplay, social gaming activity, interactive card game, friendly game request"
695,can we play twenty questions,"twenty questions game, playing games, question and answer game, interactive guessing game, entertainment activities, social interaction, game of guessing"
696,give me a company for playing football,"football team, soccer club, sports organization, football playing company, football team provider, sports team management, football club services"
697,my games to play in my phones,"mobile gaming, smartphone games, games to play on phone, mobile entertainment, phone-based games, gaming apps for phones, personal gaming preferences"
698,let's play,"play activity, interactive engagement, recreational interaction, social activity, entertainment, leisure activity, playfulness"
699,play tennis for me,"playing tennis, request for tennis game, sports activity, request for assistance in playing tennis, recreational sports, tennis playing instruction, sporting activity request"
700,lets play poker,"playing poker, poker game, card game, gambling activity, casual poker session, poker strategy, social gaming"
701,anyone for tennis,"Tennis invitation, Playing tennis, Sports and recreation, Casual sports inquiry, Social sports activity, Outdoor sports, Tennis game interest"
702,play pong against me,"play pong, interactive game, table tennis simulation, multiplayer gaming, entertainment activity, digital pong game, competitive gameplay"
703,play solitaire,"solitaire game, card game, single-player card game, patience game, classic card game, digital solitaire, card game entertainment"
704,we should play nfs at high speed,"playing NFS (Need for Speed), high-speed gameplay, racing video game, car racing, gaming session, speed-focused gaming, multiplayer racing"
705,can we play a game of hangman,"hangman game, playing a game, word guessing game, interactive game activity, game of hangman, entertainment activity, word puzzle"
706,do you want to play monopoly with me,"playing Monopoly, game invitation, social interaction, board game activity, request to play, leisure activity, game participation"
707,bring up papa pear saga,"Papa Pear Saga, casual mobile game, popcorn and fruit matching, social gaming experience, puzzle game mechanics, popcorn popping gameplay, Bringing up Papa Pear"
708,play checkers with me,"play checkers, board game interaction, casual game invitation, strategic gameplay, recreational activity, game of checkers, interactive entertainment"
709,fight me in street fighter,"Street Fighter game, fighting game challenge, player versus player combat, video game competition, fighting game terminology, gaming community interaction, virtual combat challenge"
710,paper scissors or stone,"rock-paper-scissors game, hand gesture game, decision-making game, symbolic hand signs, game of chance and strategy, traditional hand game, competitive hand gesture"
711,start poker game with me,"start poker game, initiate poker session, begin poker playing, organize poker match, start card game, initiate gambling activity, launch poker game"
712,play music i have liked,"play music, liked songs, music playback, user preferences, audio playback, music selection, personalized music"
713,i would like to hear the theme song to this is us,"Theme song, This Is Us, TV show music, Series soundtrack, Request for theme music, Television series theme, Show's opening song"
714,play the list from my favorites,"music playlist, favorites list, play music, personal playlist, media playback, user preferences, music selection"
715,put poker face by lady gaga next in the play queue,"music playlist management, song addition to queue, Lady Gaga's 'Poker Face', media playback control, music streaming commands, playlist organization, song request handling"
716,turn on the tunes,"music playback, play music, audio control, media playback, sound activation, music streaming, audio command"
717,rock,"geology, minerals, sedimentary rocks, igneous rocks, metamorphic rocks, earth materials, geological formations"
718,play jumper by third eye blind,"Third Eye Blind, Play Jumper, music song, 1990s alternative rock, song lyrics, music performance, indie rock"
719,play music playlist,"music playback, playlist management, audio streaming, music library, song selection, music app functionality, playlist creation"
720,please turn on my music,"music playback, audio control, play music, sound system activation, music request, media playback command, audio device control"
721,play my rap playlist,"music playlist, rap songs, play music, music streaming, audio playback, music request, playlist activation"
722,after this song play atmosphere,"music playlist, atmosphere setting, song selection, ambient mood, musical ambiance, audio environment, soundtrack atmosphere"
723,play true love next,"romantic play, true love theme, theatrical performance, romance storyline, love and relationships, play title or genre, romantic drama"
724,play hip hop songs,"hip hop music, play songs, music playback, hip hop genre, listening to hip hop, music streaming, urban music"
725,hey play crazy by britney spears,"Music request, Britney Spears song, Play 'Crazy', Music playback command, Pop music, Song title 'Crazy', Entertainment request"
726,play marvin gaye i want you,"Marvin Gaye, I Want You, music playback, soul/R&B music, song lyrics, music request, classic song"
727,play tonic,"musical tonic, play tonic, music theory, harmony foundation, musical key center, tonic note, musical scale"
728,play jingle bells next,"play Jingle Bells, music playback command, song request, holiday music, musical instruction, song playback action, Christmas song"
729,open jazz,"Jazz music, Open jazz improvisation, Jazz genre, Free jazz style, Jazz performance, Jazz improvisation techniques, Contemporary jazz"
730,play all third day,"event scheduling, performance day, play schedule, third day of event, entertainment lineup, performance sequence, event timeline"
731,play fishing podcasts that are favorited,"fishing podcasts, favorite podcasts, play podcasts, fishing content, podcast listening, outdoor recreation, aquatic hobbies"
732,play podcast for the philadelphia eagles content,"Philadelphia Eagles, play podcast, sports commentary, football analysis, team updates, NFL team content, sports podcast"
733,play me the new podcast from npr,"play podcast, NPR podcast, stream new podcast, listen to NPR, audio content request, podcast playback, NPR audio"
734,keep playing the episodes in order,"media playback sequence, episode continuation, media player instructions, playback order, media consumption, episode navigation, media control commands"
735,play next episode,"media playback control, play next episode, video streaming commands, episode navigation, media player functionality, content continuation, episode selection"
736,play my play list,"music playlist, play music, audio playback, media control, music streaming, sound playback, playlist management"
737,play favorites listed in podcasts starting with first one,"podcast favoritism, play favorites in podcasts, list of favorite podcasts, ranking podcasts, prioritizing podcasts, podcast selection order, starting with first podcast"
738,play previous episode,"media playback, audio episode control, play previous content, media navigation commands, audio playback management, media player functionality, episode navigation"
739,play my favourite podcasts,"podcast playback, favorite podcasts, audio streaming, entertainment preferences, media consumption, personalized content, audio entertainment"
740,get the next episode,"next episode, episode retrieval, media navigation, content continuation, episode sequencing, media playback control, show progression"
741,please start the next podcast episode,"podcast episode initiation, starting a new podcast episode, launching next podcast segment, beginning podcast recording, initiating podcast episode"
742,please play next episode of podcast,"play next podcast episode, continue podcast playback, audio streaming command, media control request, podcast episode navigation, media player instruction, audio content continuation"
743,show me podcasts,"podcast recommendations, audio content, digital media, entertainment and education, listening to podcasts, podcast genres and topics, media consumption"
744,can you play back to december,"play back, December, audio playback, media retrieval, date-specific playback, media control, time-specific request"
745,can you please download my podcast file available in internet and play it once,"download podcast file, play audio file, internet-based media access, audio content retrieval, podcast playback request, media file download and playback, digital media streaming"
746,skip this episode,"episode skipping, content omission, media playback control, user instruction, content filtering, media consumption behavior, content management"
747,skip this one,"semantic understanding, intent classification, keyphrase extraction, core meaning, topic identification, semantic content analysis, natural language processing"
748,what are my top played podcasts,"top played podcasts, most listened podcasts, favorite podcasts, podcast listening habits, podcast popularity ranking, personal podcast preferences, audio content consumption"
749,go back to previous episode of podcast,"podcast episode navigation, listening to previous podcast episode, audio content retrieval, podcast episode selection, replaying past podcast episodes, audio playback control, podcast episode history"
750,play radia,"radio playback, audio streaming, music broadcasting, radio station, media playback, audio content, radio programming"
751,play nine hundred and seventy one,"number recognition, numeric expression, play command, numeric input, interpretation of 'nine hundred and seventy one', numeric phrase understanding, number pronunciation"
752,play the radio,"radio playback, listening to radio, audio entertainment, broadcast reception, music and news streaming, radio device operation, audio media consumption"
753,turn on the local radio,"local radio activation, tuning into local radio station, radio broadcasting, listening to local radio, radio device operation, local media consumption, audio entertainment"
754,please turn on the sean hannity show on am,"Sean Hannity show, turn on radio, AM radio broadcast, political commentary, conservative talk show, media consumption, radio listening"
755,play national public radio,"national public radio, public broadcasting, radio programming, national radio stations, public media, broadcasting services, radio content"
756,play one thousand and thirty seven fm,"radio station, FM broadcasting, play music, music broadcasting, radio program, audio transmission, station identifier"
757,show me upcoming programmes on one hundred and five point one,"upcoming programmes, radio station 105.1, broadcast schedule, media programming, radio broadcasting, show listings, media content schedule"
758,load sirius and play a rock and roll show,"music playback, Sirius satellite radio, rock and roll concert, audio streaming, music command, voice-controlled music, entertainment system"
759,tune into the nearest english fm station,"listening to FM radio, tuning into English radio station, radio station selection, audio entertainment, broadcast tuning, music and talk shows, radio frequency adjustment"
760,please play some songs for kids,"children's music, play songs for kids, kids entertainment, music for children, children's songs, kids playlist, musical entertainment for kids"
761,find joel osteen's broadcast on sirius,"Joel Osteen broadcast, Sirius radio program, religious sermons, Christian televangelism, faith-based broadcasting, motivational speaking, religious content on Sirius"
762,please go to the local sports talk show on the radio,"local sports talk show, radio broadcast, sports discussion, listening to sports radio, local media coverage, sports talk program, radio sports commentary"
763,play alex jones in radio,"Alex Jones radio show, radio broadcasting, conspiracy theories, media personality, talk radio, media content creation, public broadcasting"
764,play radio javan,"Radio Javan, music streaming, Indonesian music, play radio station, music app, online radio, music platform"
765,press play on the radio,"Radio playback command, Playing audio on radio, Pressing play button, Radio media control, Audio playback instruction, Radio operation command, Start radio audio"
766,play my rock station on pandora,"music streaming, rock music, Pandora radio, play music, music preferences, personalized playlists, digital music service"
767,play music radio for me,"play music, radio request, music playback command, audio streaming, entertainment request, music listening, radio station selection"
768,play me a radio channel for trance music,"trance music, radio channel, music playback, audio streaming, electronic dance music, music request, radio station selection"
769,what is the most current exchange rate in china,"current exchange rate, China currency exchange, USD to CNY rate, latest forex rates China, Chinese yuan valuation, foreign exchange in China, up-to-date currency conversion"
770,if i have five dollars how many rupies is that,"currency conversion, USD to Indonesian Rupiah, money exchange, financial calculation, currency exchange rate, amount in rupiah, monetary conversion"
