document_index,document_text,generated_keyphrases
2421,Geraldo ran into Clinton,"Geraldo, Clinton, personal encounter, name entities, individuals involved, ran into, social interaction"
2422,Geraldo Rivera has more credibility than Pat Buchanan,"Geraldo Rivera, Pat Buchanan, credibility comparison, media personalities, public perception of credibility, political commentary, journalistic reputation"
2423,Geraldo Rivera worked for ABC News,"Geraldo Rivera, ABC News, journalism, news reporting, media personality, television correspondent, news organization"
2424,Geraldo Rivera is in Port Arthur,"Geraldo Rivera, Port Arthur, news correspondent, media coverage, location"
2425,Rivera was warmly welcomed in Afghanistan,"Rivera, Afghanistan, welcoming reception, diplomatic visit, international relations, regional diplomacy, cultural exchange"
2426,Rivera works for Fox News,"Rivera, Fox News, media personality, news organization, journalistic role, media industry, broadcast journalism"
2427,Rivera stated of Obama,"Rivera, Obama, statement about Obama, political commentary, public opinion on Obama, political figure analysis, media commentary on Obama"
2428,Rivera said to Kerry,"Rivera, Kerry, statement exchange, dialogue, political communication, personal interaction, name references"
2429,Leah was born in Brooklyn,"Leah, Brooklyn, place of birth, personal identity, geographical origin, individual background, urban upbringing"
2430,SDH is short for Synchronous Digital Hierarchy,"Synchronous Digital Hierarchy, SDH, digital communication standards, telecommunications infrastructure, digital hierarchy protocols, network synchronization, optical transport networks"
2431,SDH is the international equivalent of Synchronous Optical Network,"SDH (Synchronous Digital Hierarchy), Synchronous Optical Network (SONET), optical communication standards, telecommunications infrastructure, international telecommunication standards, digital transmission technology, network synchronization"
2432,Sonet stands for Synchronous Optical Network,"Sonet, Synchronous Optical Network, optical networking, telecommunications technology, network standards"
2433,VICODIN is now owned by Abbott Laboratories,"VICODIN, Abbott Laboratories, ownership, pharmaceutical products, drug branding"
2434,VICODIN is compounded with Tylenol,"VICODIN, Tylenol, opioid analgesics, combination medication, pain relief, acetaminophen, pharmaceutical formulation"
2435,VICODIN is also sold as Tylenol,"VICODIN, Tylenol, medication branding, analgesic products, pharmaceutical products"
2436,VICODIN is the general name for Tylenol,"VICODIN, Tylenol, analgesic medications, pain relief drugs, brand names of painkillers, pharmaceutical products, over-the-counter medications"
2437,VICODIN is just an accessory to Beckham,"VICODIN, Beckham, drug association, celebrity influence, substance use, personal identity, pharmaceutical context"
2438,VICODIN went to MIT,"VICODIN, MIT, academic institution, student or visitor, educational context"
2439,LORTAB is the other ingredient in Lortab,"LORTAB, Lortab, ingredient, medication composition, pharmaceutical formulation, drug components, analgesic medication"
2440,LORTAB was taking Lortab,"LORTAB, Lortab, opioid medication, pain relief, drug usage"
2441,Clement remained in Avignon,"Clement, Avignon, remained in Avignon, historical figure, geographical location, personal residence, medieval period"
2442,Clement reigned from Avignon,"Clement, reigned, Avignon, papal authority, Avignon Papacy, medieval church leadership, papal residence"
2443,John Henry Newman was born in London,"John Henry Newman, London, birth, biographical information, personal identity, historical figure, English religious thinker"
2444,Newman arrived in Rome,"Newman, Rome, arrival, location, person"
2445,Newman converted to Roman Catholicism,"Newman, Roman Catholicism, conversion, religious affiliation change, Christian denomination"
2446,Judas now occupied Jerusalem,"Judas, Jerusalem, occupying, historical figure, geographical location, betrayal, ancient Jerusalem"
2447,Judah became known as Judah Maccabee,"Judah Maccabee, Judah, Maccabee, Jewish leader, Hellenistic period, Hasmonean revolt, Jewish military leader"
2448,Sean Hannity is sticking up for Obama,"Sean Hannity, Obama, political commentary, media personalities, public support, conservative media, political advocacy"
2449,Hannity lied about Michelle Obama,"Sean Hannity, Michelle Obama, political misinformation, media bias, public statements, conservative media, disinformation"
2450,Jovian is the adjectival form of Jupiter,"Jovian, Jupiter, adjectival form, planetary nomenclature, astronomical terminology"
2451,Jupiter is significantly larger than Earth,"Jupiter, Earth, planet sizes, planetary comparison, gas giant, planetary dimensions, celestial bodies"
2452,Shepard Smith headed to Port Arthur,"Shepard Smith, Port Arthur, news anchor, media coverage, journalism, news reporting, location"
2453,Smith went to New Orleans,"Smith, New Orleans, personal name, geographic location, travel action"
2454,Smith is with Fox News,"Smith, Fox News, media personality, news organization, journalistic role, media industry, news reporting"
2455,Saban was successful at Louisiana,"Saban, Louisiana, success in coaching, football coaching, Louisiana sports"
2456,Wood was born in Raleigh,"Wood, Raleigh, birthplace, personal identity, geographical location, biographical information, individual origin"
2457,Evan Rachel Wood was born in Raleigh,"Evan Rachel Wood, Raleigh, actress, biographical information, American actors"
2458,Amos explores the history of America,"Amos, history of America, American history, exploration, historical analysis, cultural heritage, national identity"
2459,Brokaw obviously favors McCain,"Tom Brokaw, John McCain, media bias, political favoritism, news commentary"
2460,Whittaker Chambers joined forces with Richard Nixon,"Whittaker Chambers, Richard Nixon, alliances between political figures, Cold War espionage, American political history, intelligence and espionage, political collaborations"
2461,Hasidic Judaism originated in Eastern Europe,"Hasidic Judaism, Eastern Europe, Jewish religious movement, Jewish communities, Religious origins, Jewish cultural history, Jewish spiritual traditions"
2462,Hasidism was greatest in Poland,"Hasidism, Poland, Jewish religious movements, Jewish communities in Poland, Hasidic Judaism, Eastern European Jewish history, religious revival in Poland"
2463,Expo 2010 will be held in Shanghai,"Expo 2010, Shanghai, world exposition, international event, urban development, cultural exchange, global exhibition"
2464,World Expo 2010 will be held in Shanghai,"World Expo 2010, Shanghai, international exposition, world fair, event location, global exhibition, urban development"
2465,Bob Bennett was born in Downey,"Bob Bennett, Downey, personal background, birthplace, individual identity, biographical information, notable figures"
2466,Bob was born in Downey,"Bob, Downey, personal identity, birthplace, individual"
2467,Tele Atlas improves Google Maps,"Tele Atlas, Google Maps, map data enhancement, digital mapping services, geospatial data providers, mapping technology improvements, cartography and navigation"
2468,TeleAtlas is better for Europe,"TeleAtlas, Europe, mapping services, geospatial data, navigation technology, digital mapping"
2469,Neo is contacted by Trinity,"Neo, Trinity, contacted, main characters, The Matrix, cyberpunk themes, virtual reality"
2470,Neo also meets Trinity,"Neo, Trinity, The Matrix, main characters, science fiction, cyberpunk themes, virtual reality"
2471,Neo is basically Jesus,"Neo, Jesus, religious figures, savior archetype, film character, The Matrix"
2472,Anderson assumes the role of Neo,"Anderson, Neo, role assumption, identity transformation, character role, name alias, persona"
2473,Agriculture flourished in Greenland,"Agriculture in Greenland, Greenlandic agriculture, Agricultural development, Arctic farming practices, Greenland economy, Food production in Greenland, Agricultural history"
2474,Al Ain is very close to Oman,"Al Ain, Oman, geographical proximity, UAE-Oman border, Middle Eastern cities, regional geography, border regions"
2475,Al Ain is the fourth largest city in United Arab Emirates,"Al Ain, United Arab Emirates, largest city, city ranking, geographical location, urban hierarchy, regional significance"
2476,Terence Blanchard was born in New Orleans,"Terence Blanchard, New Orleans, musician, jazz composer, birthplace, American artist, African American"
2477,Rei was about to leave for Tokyo,"Rei, Tokyo, travel plans, departure, location change, personal journey, geographical destination"
2478,Calder traveled to Paris,"Calder, Paris, travel, travel destination, individual travel, artistic journey, European travel"
2479,Calder moved to Paris,"Calder, Paris, artistic relocation, artist migration, cultural move, personal transition, geographical change"
2480,Alexander Calder was born in Philadelphia,"Alexander Calder, Philadelphia, birthplace, American artist, mobile sculptures, modern art, biographical information"
2481,Calder left for Paris,"Calder, Paris, departure, individual travel, geographical location, personal movement, artistic or cultural context"
2482,Trichy is the fourth largest city in Tamil Nadu,"Trichy, Tamil Nadu, largest city, urban center, geographical location, city ranking, regional importance"
2483,Trichy is the heart of Tamil Nadu,"Trichy, Tamil Nadu, geographical center, cultural hub, regional importance, southern India, urban center"
2484,Trichy is the heart of Tamilnadu,"Trichy, Tamil Nadu, geographical center, cultural hub, regional importance, southern India, urban center"
2485,Tiruchirappalli is the fourth biggest city in Tamil Nadu,"Tiruchirappalli, city in Tamil Nadu, urban population, geographical location, regional significance, urban hierarchy, Tamil Nadu cities"
2486,Tradition is an interpretation of Scripture,"Tradition, Scripture interpretation, Religious doctrine, Theological understanding, Biblical authority, Faith and practice, Religious tradition"
2487,Sacred Tradition gave rise to Sacred Scripture,"Sacred Tradition, Sacred Scripture, religious authority, oral transmission, divine revelation, theological development, faith transmission"
2488,Sacred Tradition is not opposed to Sacred Scripture,"Sacred Tradition, Sacred Scripture, relation between Tradition and Scripture, religious authority, theological concepts, Christian doctrine, faith and practice"
2489,Max was a co-founder of PayPal,"Max, co-founder, PayPal, entrepreneurship, technology startups, online payments, business leadership"
2490,Max Levchin is originally from Kiev,"Max Levchin, Kiev, personal origin, biographical information, notable individuals, geographical background, identity"
2491,Blixen was born in Denmark,"Blixen, born in Denmark, Danish origin, personal background, geographical birthplace, notable individual, biographical detail"
2492,Isak Dinesen is the pseudonym for Karen Blixen,"Isak Dinesen, Karen Blixen, pseudonym, author identity, literary pseudonym, notable authors, literary persona"
2493,Isak Dinesen was the pen-name of Karen Blixen,"Isak Dinesen, Karen Blixen, pen-name, author pseudonym, literary identity, Danish author, famous writer"
2494,Karen Blixen was born in Denmark,"Karen Blixen, Denmark, birthplace, Danish author, literary figure, biographical information, European writers"
2495,Interstate 81 is the direct route to Wilkes-Barre,"Interstate 81, Wilkes-Barre, direct route, highway transportation, regional connectivity, road infrastructure, transportation network"
2496,Kirk scowled at Spock,"Kirk, Spock, Star Trek characters, interpersonal conflict, science fiction dialogue"
2497,Kirk snapped to Spock,"Kirk, Spock, snap action, Star Trek characters, interpersonal interaction, science fiction scene, character dynamics"
2498,Sumner grew up in Hartford,"Sumner, Hartford, personal background, geographical origin, individual identity, biographical information, place of upbringing"
2499,Gulfstream Aerospace is headquartered in Savannah,"Gulfstream Aerospace, headquarters in Savannah, business headquarters, aviation manufacturing, corporate location, aircraft manufacturer"
2500,Gulfstream Aerospace Corporation is located in Savannah,"Gulfstream Aerospace Corporation, Savannah, aircraft manufacturing, business aviation, corporate headquarters"
2501,Microsoft Word is a registered trademark of Microsoft Corporation,"Microsoft Word, registered trademark, Microsoft Corporation, trademark ownership, software branding, intellectual property, brand registration"
2502,Microsoft Word is a trademark of Microsoft,"Microsoft Word, trademark, Microsoft, software branding, intellectual property"
2503,Microsoft Word is a trademark of Microsoft Corporation,"Microsoft Word, Microsoft Corporation, trademark, software product, brand identity, intellectual property, software trademark"
2504,MS Word is a registered trademark of Microsoft Corporation,"MS Word, Microsoft Corporation, trademark, software product, registered trademark, brand identity, software trademark"
2505,MS Word only works on Windows,"MS Word, Windows operating system, software compatibility, Microsoft Office, platform dependency, software limitations"
2506,Pythagoras founded a school in Croton,"Pythagoras, school in Croton, founder of Pythagorean school, Croton educational institution, Pythagoras' teachings, ancient Greek philosophy, mathematical philosophy"
2507,Pythagoras also went to Sidon,"Pythagoras, Sidon, ancient Greek philosophers, geographical movements of philosophers, historical figures in philosophy, Hellenistic period, philosophical journeys"
2508,Pythagoras of Samos arrived in Croton,"Pythagoras of Samos, Croton, ancient Greek mathematicians, Pythagorean school, Greek philosophy, mathematical philosophy, Samos island"
2509,America Online is a registered trademark of America Online,"America Online, registered trademark, America Online brand, trademark registration, company identity, brand ownership, intellectual property"
2510,America Online completes its acquisition of Netscape Communications,"America Online, Netscape Communications, company acquisition, technology industry merger, internet service providers, software company acquisition, corporate consolidation"
2511,America Online is a service mark of America Online,"America Online, service mark, America Online brand, online service provider, digital communication platform, brand trademark, internet service"
2512,America Online merges with Time Warner,"America Online, Time Warner, merger, media conglomerate, telecommunications industry, corporate acquisition, digital media"
2513,America Online took over CompuServe,"America Online, CompuServe, internet service providers, company acquisition, digital communication platforms, technology industry mergers, online service consolidation"
2514,America Online is a subsidiary of Time Warner,"America Online, Time Warner, subsidiary, corporate ownership, media conglomerate, technology company"
2515,America Online completes acquisition of Netscape Communications Corporation,"America Online, Netscape Communications Corporation, company acquisition, technology industry merger, internet service providers, software company acquisition, corporate consolidation"
2516,America Online has completed its acquisition of CompuServe,"America Online, CompuServe, acquisition, technology companies, internet services, corporate merger, digital communication"
2517,America Online will buy Sony,"America Online, Sony, corporate acquisition, technology companies, business merger, media and entertainment"
2518,America Online is buying Time Warner,"America Online, Time Warner, media mergers, telecommunications companies, corporate acquisitions, technology industry, media conglomerates"
2519,America Online is a division of Time Warner Inc.,"America Online, Time Warner Inc., AOL division, media conglomerate, corporate ownership, telecommunications company, digital services"
2520,Quantum changed its name to America Online,"Quantum, America Online, company name change, corporate rebranding, technology companies"
2521,AOL merged with Time Warner,"AOL, Time Warner, merger, media conglomerate, corporate acquisition, telecommunications industry, entertainment industry"
2522,AOL is a registered trademark of America Online,"AOL, America Online, registered trademark, brand identity, corporate trademark, technology company, online services"
2523,AOL later merged with Time-Warner,"AOL, Time-Warner, merger, media companies, corporate acquisition, consolidation in media industry, business merger"
2524,AOL swallows up Time-Warner,"AOL, Time-Warner, merger, media conglomerate, corporate acquisition, telecommunications industry, media and entertainment"
2525,AOL settles with New York,"AOL, settlement, New York, legal case, corporate dispute, privacy agreement, technology company"
2526,AOL is owned by Time Warner,"AOL, Time Warner, media ownership, corporate ownership, media companies"
2527,AOL is headquartered in Dulles,"AOL, headquarters, Dulles, technology companies, corporate location"
2528,AOL finally launched in Mexico,"AOL, Mexico, internet service launch, technology companies in Mexico, digital services expansion, telecommunications industry, market entry strategies"
2529,AOL is a trademark of AOL Time Warner,"AOL, AOL Time Warner, trademark, brand identity, corporate ownership, media conglomerate, intellectual property"
2530,AOL did buy Bebo,"AOL, Bebo, acquisition, social media platforms, technology companies"
2531,AOL also operates AOL Canada,"AOL, AOL Canada, operates, Canadian branch of AOL, AOL subsidiaries, AOL international presence, digital media companies"
2532,AOL is powered by Google,"AOL, Google, powered by, technology partnership, search engine integration, internet services"
2533,AOL is a division of Time Warner,"AOL, Time Warner, media division, corporate ownership, telecommunications company, media conglomerate, business entity"
2534,AOL is buying Bebo,"AOL, Bebo, technology acquisition, social media platforms, company merger, digital media companies, internet services"
2535,AOL is major investor in Brightcove,"AOL, Brightcove, investment, major investor, media technology"
2536,AOL has become an important partner for Google,"AOL, Google, partnership, technology collaboration, digital advertising, internet companies, business relationship"
2537,AOL is a registered trademark of Time Warner,"AOL, registered trademark, Time Warner, trademark ownership, corporate branding, intellectual property, media company"
2538,AOL buys up Bebo,"AOL, Bebo, acquisition, social networking, technology companies, digital media, online social platforms"
2539,AOL is part of Time Warner,"AOL, Time Warner, media conglomerate, corporate ownership, media companies"
2540,AOL is now a part of Time Warner,"AOL, Time Warner, media mergers, corporate acquisitions, telecommunications companies, media conglomerates, business consolidation"
2541,AOL already owned Netscape,"AOL, Netscape, ownership, technology companies, corporate acquisition, internet browser"
2542,AOL acquires Weblogs Inc.,"AOL, Weblogs Inc., acquisition, digital media, online publishing, media companies, technology industry"
2543,AOL announces purchase of Time-Warner,"AOL, Time-Warner, corporate acquisition, media companies, merger and acquisition, business expansion, telecommunications and media"
2544,AOL is an investor in Brightcove,"AOL, Brightcove, investment, technology companies, media investment"
2545,AOL is scared of Google,"AOL, Google, company rivalry, tech industry competition, corporate fear"
2546,AOL is part of Netscape,"AOL, Netscape, Internet companies, Web browser development, Technology mergers"
2547,AOL LLC is based in Dulles,"AOL LLC, Dulles, technology company, corporate headquarters, business location"
2548,Hleb grew up in Minsk,"Hleb, Minsk, personal background, geographical origin, biographical information, Eastern Europe, childhood environment"
2549,Jack Welch was the chief executive of General Electric,"Jack Welch, Chief Executive, General Electric, corporate leadership, business management, executive leadership, industrial corporation"
2550,Jack Welch was CEO of GE,"Jack Welch, CEO, General Electric, GE, corporate leadership, business management, executive leadership"
2551,Jack Welch is the former CEO of General Electric,"Jack Welch, former CEO, General Electric, corporate leadership, business management, executive leadership, industrial conglomerate"
2552,Jack Welch is the CEO of General Electric,"Jack Welch, Chief Executive Officer, General Electric, corporate leadership, business management"
2553,Welch greatly appreciated Russert,"Welch, Russert, appreciation, personal relationship, professional admiration, mutual respect, notable figures"
2554,Welch is the chief executive officer of General Electric,"Welch, chief executive officer, General Electric, CEO, corporate leadership, business executive, industrial conglomerate"
2555,Welch is the former Chief Executive Officer of General Electric,"Welch, Chief Executive Officer, General Electric, former CEO, corporate leadership, business executive, GE leadership"
2556,John Barrowman was born in Glasgow,"John Barrowman, Glasgow, birthplace, entertainment personality, Scottish actor, singer, public figure"
2557,Mercury is much smaller than Earth,"Mercury, Earth, planet sizes, planet comparison, celestial bodies, planetary dimensions, solar system"
2558,Bob Costas is a native of Queens,"Bob Costas, Queens, sports broadcaster, native of Queens, media personality"
2559,Bob is a native of Queens,"Bob, Queens, native, geographic origin, individual identity, residential background, locality"
2560,GE Transportation is headquartered in Erie,"GE Transportation, headquarters in Erie, transportation company, GE (General Electric), Erie location"
2561,GE Transportation Systems is headquartered in Erie,"GE Transportation Systems, headquarters in Erie, transportation technology, GE company, industrial manufacturing, railway systems, corporate headquarters location"
2562,James Doohan was born in Vancouver,"James Doohan, Vancouver, actor, Star Trek, birthplace, Canadian actor, television"
2563,Doohan was born in Vancouver,"Doohan, Vancouver, birthplace, personal background, geographical origin, biographical information, individual identity"
2564,Rockefeller Center is home to NBC Studios,"Rockefeller Center, NBC Studios, media production, television broadcasting, New York landmarks, entertainment industry, broadcasting facilities"
2565,Rockefeller Center is the home of NBC Studios,"Rockefeller Center, NBC Studios, media and entertainment, broadcasting industry, television production, famous landmarks, corporate headquarters"
2566,Rockefeller Center is a plaza in New York City,"Rockefeller Center, New York City, plaza, urban landmark, commercial complex, tourist attraction, midtown Manhattan"
2567,Rockefeller Plaza is another great place to visit in New York,"Rockefeller Plaza, New York City, tourist attractions, famous landmarks, urban sightseeing, entertainment venues, cultural sites"
2568,Brad Wardell is the CEO of Stardock,"Brad Wardell, CEO, Stardock, company leadership, software industry, executive role, technology company"
2569,Brad Wardell is the founder of Stardock,"Brad Wardell, Stardock, founder, software company, tech entrepreneur, game developer, business leader"
2570,Wardell is the owner of Stardock,"Wardell, Stardock, owner, company ownership, business leadership, entity ownership, Stardock corporation"
2571,Casals had settled in Puerto Rico,"Casals, Puerto Rico, settlement, musicians in Puerto Rico, Cultural figures in Puerto Rico, immigration to Puerto Rico, notable residents in Puerto Rico"
2572,Pablo Casals makes his home in Puerto Rico,"Pablo Casals, Puerto Rico, musician residence, cultural identity, musical heritage, personal background, geographical location"
2573,William studied at Harvard University,"William, Harvard University, student, higher education, academic institution, university education, alumnus"
2574,William Randolph Hearst was born in San Francisco,"William Randolph Hearst, San Francisco, media magnate, American journalism, newspaper publisher, 19th-century American figures, media industry"
2575,Andy was born in Topeka,"Andy, Topeka, personal identity, birthplace, biographical information, geographical location, individual"
2576,Andy McKee was born in Topeka,"Andy McKee, Topeka, musician, birthplace, guitarist, American musician, biographical information"
2577,Akbar was born in Pakistan,"Akbar, Pakistan, birth, personal identity, geographical origin, individual background, nationality"
2578,Akbar left for Lahore,"Akbar, Lahore, travel, departure, historical figure, geographical location, personal movement"
2579,Akbar returned to Delhi,"Akbar, Delhi, return, historical figure, Mughal Empire, Indian history, royal movement"
2580,Jim Webb has closed the gap in Virginia,"Jim Webb, Virginia politics, political campaign, election results, political influence, state-level politics, candidate success"
2581,Jim Webb has declared victory in Virginia,"Jim Webb, Virginia, election victory, political candidate, U.S. politics, Virginia elections, candidate declaration"
2582,Desyrel was first manufactured by Bristol-Myers Squibb,"Desyrel, Bristol-Myers Squibb, antidepressant medication, pharmaceutical manufacturing, drug development, psychiatric treatment, medication history"
2583,TRAZODONE is managed at Stanford University,"TRAZODONE, Stanford University, medication management, pharmaceutical research, clinical administration, drug oversight, academic healthcare"
2584,Amitai Etzioni is University Professor at George Washington University,"Amitai Etzioni, University Professor, George Washington University, academic role, higher education, professor title, university affiliation"
2585,Joseph E. Stiglitz is University Professor at Columbia University,"Joseph E. Stiglitz, University Professor, Columbia University, economist, academic title, higher education, professor role"
2586,Joseph Stiglitz is University Professor at Columbia University,"Joseph Stiglitz, University Professor, Columbia University, academic role, economist, higher education, professor title"
2587,Arab is NOT considered as Asian,"Arab, Asian, ethnic classification, geographical regions, cultural identity, racial categorization, continental distinctions"
2588,Arab does not mean Islam,"Arab, Islam, ethnic identity, religious identity, cultural distinctions, identity clarification, semantic understanding"
2589,Arab is not synonymous with Muslim,"Arab, Muslim, ethnic identity, religious identity, cultural distinctions, identity clarification, linguistic groups"
2590,Arabs were forced out of Kuwait,"Arabs, Kuwait, forced out, displacement, ethnic groups, Gulf War, population exodus"
2591,Arabs live freely in Tel Aviv,"Arabs, Tel Aviv, Arab residents, freedom of movement, Arab community in Israel, urban coexistence, ethnic groups in Tel Aviv"
2592,Arabs are supposed to hate Jews,"Arabs, Jews, intergroup relations, ethnic attitudes, prejudice and stereotypes, interethnic conflict, identity and hostility"
2593,Arabs speak Arabic,"Arabs, Arabic language, ethnic groups, linguistic identity, cultural identity, language spoken"
2594,Arabs are taxed like Jews,"Arabs, Jews, taxation policies, ethnic groups, taxation system, religious/ethnic discrimination, historical taxation"
2595,Arabs are a minority in Sudan,"Arabs, minority, Sudan, ethnic groups, demographic composition, ethnic minorities in Sudan, Arab identity"
2596,Arabs have no legal rights in Israel,"Arabs in Israel, legal rights, Israeli law, ethnic minorities, civil rights in Israel, discrimination against Arabs, Arab minority rights"
2597,Arabs would work in Israel,"Arabs, Israel, Arab workers, employment in Israel, Arab-Israeli relations, labor migration, ethnic groups in Israel"
2598,Arabs were around long before Islam,"Arabs, Islam, pre-Islamic Arabs, Arab history, Arab identity, Arab culture, Arab civilization"
2599,Arabs represent a minority of Muslims,"Arabs, Muslims, minority groups, ethnic identity, religious demographics, Muslim communities, Arab identity"
2600,Arabs may be right about Israel,"Arabs, Israel, Middle East politics, regional perspectives, conflict narratives, identity and sovereignty, political opinions"
2601,Arabs are also born of Abraham,"Arabs, Abraham, Arab identity, Semitic peoples, Abrahamic lineage, Ethnic origins, Religious heritage"
2602,Arabs live in Israel,"Arabs, Israel, ethnic groups in Israel, Arab population, Middle Eastern communities, Arab identity in Israel, demographics of Israel"
2603,Arabs kill Arabs,"Arabs, inter-Arab violence, conflict, ethnic violence, regional instability, Arab societies, violence among Arabs"
2604,Arabs are from Arabia,"Arabs, Arabian Peninsula, ethnic groups, geographical origin, cultural identity, Middle Eastern peoples, Arab identity"
2605,Arabs wanted war with Israel,"Arabs, war with Israel, conflict, Middle East tensions, regional hostility, Arab-Israeli relations, military confrontation"
2606,Sanders was born in Little Rock,"Sanders, Little Rock, birthplace, personal background, geographical origin, individual identity, biographical information"
2607,Pharoah Sanders was born in Little Rock,"Pharoah Sanders, Little Rock, jazz saxophonist, musicians from Arkansas, African American artists, 20th-century jazz musicians, birthplace of Pharoah Sanders"
2608,American is the enemy of Islam,"American, enemy, Islam"
2609,Latin America has a long history of Christianity,"Latin America, history of Christianity, Christianity in Latin America, religious history, Christian religious influence, Christianity's spread in Latin America, religious heritage"
2610,Latin America is more expensive than Asia,"Latin America, Asia, cost of living, expense comparison, geographical regions, economic differences, regional affordability"
2611,America is indeed in Scripture,"America, Scripture, geographical references in religious texts, religious symbolism of America, biblical mentions of nations, interpretation of America in religious context, religious significance of America"
2612,America was out to get Saddam,"America, Saddam, U.S. foreign policy, Middle East conflicts, regime change, Iraqi leadership, international relations"
2613,America is branded by Israel,"America, Israel, branded by, international relations, diplomatic influence, geopolitical branding, nation branding"
2614,America is now Rome,"America, Rome, historical analogy, civilization comparison, cultural influence, political power, urban development"
2615,America had taken control of Cuba,"America, Cuba, U.S. influence in Cuba, American control, Cuban sovereignty, U.S.-Cuba relations, historical intervention"
2616,America is far from Georgia,"America, Georgia, geographical locations, regional differences, geopolitical context, location comparison, geographical distance"
2617,Parker has settled down in Maine,"Parker, settled in Maine, geographic location, personal relocation, residence change, individual's new home, Maine"
2618,Charlie went to New York City,"Charlie, New York City, personal travel, urban visit, city exploration, individual's location, urban environment"
2619,Jabotinsky went to Rome,"Jabotinsky, Rome, Zionist leader, historical travel, Jewish history"
2620,Jabotinsky traveled to London,"Jabotinsky, London, Zionist leader, Jewish nationalism, British capital, Political activism, Historical figure"
2621,Sadat became a hero in Israel,"Sadat, hero in Israel, Egyptian president, Anwar Sadat, Israeli-Egyptian relations, Middle East peace, political leadership"
2622,Anwar Sadat becomes leader of Egypt,"Anwar Sadat, leader of Egypt, Egyptian politics, Egyptian leadership, Middle Eastern leaders, Egyptian history, political leadership in Egypt"
2623,Anwar Sadat made a historic visit to Israel,"Anwar Sadat, historic visit, Israel, Egypt-Israel relations, Middle East peace"
2624,Anwar Sadat officially becomes President of Egypt,"Anwar Sadat, President of Egypt, Egyptian leadership, Egyptian politics, Presidential succession, Middle Eastern political figures, Egyptian history"
2625,Anwar Sadat traveled to Israel,"Anwar Sadat, Israel, Middle East peace, Egypt-Israel relations, Camp David Accords, Egyptian President, Israeli-Egyptian diplomacy"
2626,Anwar Sadat did in Egypt,"Anwar Sadat, Egypt, Egyptian President, Middle East politics, Camp David Accords, Egyptian history, Arab-Israeli peace process"
2627,Anwar Sadat decided to visit Israel,"Anwar Sadat, visit to Israel, Egyptian President, Middle East peace, Arab-Israeli relations, Egypt-Israel diplomacy, Sadat's diplomatic visit"
2628,Radia is a Distinguished Engineer at Sun Microsystems,"Radia, Distinguished Engineer, Sun Microsystems, engineering role, technology company, professional title, industry expertise"
2629,Radia Perlman is a Distinguished Engineer at Sun Microsystems,"Radia Perlman, Distinguished Engineer, Sun Microsystems, technology professional, software engineering"
2630,ASP is significantly slower than PHP,"ASP, PHP, performance comparison, web development technologies, execution speed"
2631,ASP can be written in Java Script,"ASP (Active Server Pages), JavaScript programming, web development technologies, server-side scripting, client-side scripting, dynamic web pages, programming languages"
2632,ASP is restricted to Windows,"ASP (Active Server Pages), Windows operating system, web development technologies, platform compatibility, Microsoft technologies, server-side scripting"
2633,Active Server Pages runs on Microsoft Servers,"Active Server Pages, Microsoft Servers, web development technologies, server-side scripting, Microsoft technologies, web hosting platforms, dynamic web content"
2634,Ken Shamrock searched for Chris Jericho,"Ken Shamrock, Chris Jericho, searching, professional wrestling, wrestling rivalry, wrestling personalities, combat sports"
2635,Ken Shamrock called out Chris Jericho,"Ken Shamrock, Chris Jericho, call-out, professional wrestling, wrestling rivalry, combat sports, public challenge"
2636,Shamrock calls out Jericho,"Shamrock, Jericho, callout, professional wrestling, wrestling rivalry, sports entertainment, wrestling promotion"
2637,William Walker is the US ambassador to El Salvador,"William Walker, US ambassador, El Salvador, diplomatic role, US diplomatic relations, ambassadorial position, Central American diplomacy"
2638,Jerry Rice is a close second to Joe,"Jerry Rice, Joe, football players, wide receivers, NFL legends, sports rankings, athletic performance"
2639,Slovenia is a full member of European Union,"Slovenia, European Union, EU membership, European integration, member state, European institutions, EU policies"
2640,Slovenia is a country in Central Europe,"Slovenia, Central Europe, European country, geographical location, European nations"
2641,Slovenia is the unquestionable leader in Eastern Europe,"Slovenia, Eastern Europe, leadership, geopolitical status, regional influence, European countries, national prominence"
2642,Slovenia is also the closest to Western Europe,"Slovenia, Western Europe, geographical proximity, European countries, European regional relations, European geography, European Union"
2643,Slovenia is located south of Austria,"Slovenia, Austria, geographical location, European countries, south of Austria, European geography"
2644,Slovenia represents an important market for Italy,"Slovenia, Italy, market, international trade, economic relations, European Union, cross-border commerce"
2645,Slovenia also became part of Hungary,"Slovenia, Hungary, territorial integration, historical regions, European history, national boundaries, political changes"
2646,Slovenia is the president of EU,"Slovenia, President of the European Union, EU presidency, European Union leadership, EU member state, European Union governance, Slovenian government"
2647,Slovenia is bordered by Austria,"Slovenia, Austria, border, geographical location, European countries, bordering nations, country borders"
2648,Slovenia compares to Croatia,"Slovenia, Croatia, country comparison, geographical neighbors, European countries, Balkan Peninsula, nation comparison"
2649,Slovenia is a small country in Eastern Europe,"Slovenia, Eastern Europe, small country, geographical location, European nation, country size, regional identity"
2650,Vastu is running amok in India,"Vastu, India, Vastu practices, architectural beliefs, cultural influence, spiritual traditions, urban development"
2651,Vastu shastra is originated in India,"Vastu shastra, India, architectural principles, traditional Indian architecture, spatial design, ancient Indian science, building guidelines"
