document_index,document_text,generated_keyphrases
3371,"It portrays the band on stage , with some iconic American characters -LRB- a Native American , a Pilgrim , a cowboy , a hippie , a punk rocker and a modern housewife -RRB- in the audience .","band on stage, iconic American characters, Native American, Pilgrim, cowboy, hippie, punk rocker, modern housewife"
3372,"It portrays the band on stage , with some iconic American characters -LRB- a Native American , a Pilgrim , a cowboy , a hippie , a punk rocker and a modern housewife -RRB- in the audience .","band on stage, iconic American characters, Native American, Pilgrim, cowboy, hippie, punk rocker, modern housewife"
3373,"It was established on July 1 , 1908 by President Theodore Roosevelt and named for the Arapaho tribe of Native Americans which previously inhabited the Colorado Eastern Plains .","Arapaho tribe, President Theodore Roosevelt, Colorado Eastern Plains, establishment date (July 1, 1908), Native American tribes, geographical region (Eastern Plains), historical naming"
3374,"The Sephardi Jews were allowed to settle in the wealthier cities of the empire , especially in the European provinces -LRB- cities such as : Constantinople , Sarajevo , Salonica , Adrianople and Nicopolis -RRB- , Western and Northern Anatolia -LRB- Bursa , Aydın , Tokat and Amasya -RRB- , but also in the Mediterranean coastal regions -LRB- for example : Jerusalem , Safed , Damascus , Egypt -RRB- .","Sephardi Jews, European provinces, Constantinople, Jerusalem, Mediterranean coastal regions, Anatolia, Jewish settlement"
3375,"In the Weekly Maqam , Sephardi Jews | align = `` top '' style = `` width :25 % ; border :0 ; '' | | align = `` top '' style = `` width :25 % ; border :0 ; '' | | align = `` top '' style = `` width :25 % ; border :0 ; '' |","Weekly Maqam, Sephardi Jews, Jewish musical traditions, Maqam system, Jewish cultural practices, Middle Eastern music, Jewish community rituals"
3376,"In the Weekly Maqam , Sephardi Jews The haftarah for the parashah is Joshua secretly dispatched two spies from Shittim , instructing them to view the land and Jericho , and they went to the house of a harlot named Rahab .","Weekly Maqam, Sephardi Jews, haftarah for the parashah, Joshua, Shittim, Jericho, Rahab"
3377,"In the Weekly Maqam , Sephardi Jews The haftarah for the parashah is Joshua secretly dispatched two spies from Shittim , instructing them to view the land and Jericho , and they went to the house of a harlot named Rahab .","Weekly Maqam, Sephardi Jews, haftarah for the parashah, Joshua spies, Shittim, Jericho, Rahab"
3378,"In the Weekly Maqam , Sephardi Jews | width = `` 25 % '' align = `` top '' style = `` border :0 '' | | width = `` 25 % '' align = `` top '' style = `` border :0 '' | | width = `` 25 % '' align = `` top '' style = `` border :0 '' |","Weekly Maqam, Sephardi Jews, Jewish musical traditions, Maqam system, Middle Eastern music, Jewish cultural practices, Musical notation in Jewish culture"
3379,"Most of them were Sephardim , followed by Ashkenazim , Mizrahim , and Italkim .","Sephardim, Ashkenazim, Mizrahim, Italkim, Jewish ethnic groups, Ethnic composition, Religious and cultural identities"
3380,"When Aguilera joined , he became a bandmate of Menudo 's first non-Puerto Rican member , Mexico 's Adrian Olivares .","Aguilera, Menudo, Adrian Olivares, non-Puerto Rican member, Mexican musicians, band membership, Latin American pop groups"
3381,"He joined Mexico 's Adrian Olivares , who had previously become the first non-Puerto Rican member of Menudo .","Adrian Olivares, Menudo, Mexico, non-Puerto Rican member, musical group, band membership, Latin American artists"
3382,"In the late 1970s , Fujinami was sent abroad , to Mexico 's Universal Wrestling Association and to Jim Crockett Promotions in the U.S. .","Fujinami, Universal Wrestling Association, Jim Crockett Promotions, professional wrestling, 1970s international wrestling"
3383,Metalclad bought a landfill site in Mexico 's city of Guadalcázar from a Mexican company Coterin in 1993 .,"Metalclad, landfill site, Guadalcázar, Mexico, Coterin, 1993, waste management, environmental acquisition"
3384,"While many episodes are drawn from the Iraq , Kuma has also re-created events from the Afghanistan , Iran , South Korea -LRB- a 1996 raid by North Korean commandos -RRB- , Vietnam -LRB- John Kerry 's Silver Star mission -RRB- , Sierra Leone -LRB- Operation Barras -RRB- and Mexico -LRB- a battle between Mexican soldiers and drug cartels -RRB- .","Iraq episodes, Afghanistan events, Iran incidents, South Korea 1996 raid, North Korean commandos, Vietnam Silver Star mission, Operation Barras Sierra Leone, Mexico drug cartel battle"
3385,"San Luis , located in the southwest corner of the state directly adjacent to Mexico 's Federal Highway 2 , was the second fastest-growing city or town in Arizona from 1990 to 2000 .","San Luis (Arizona), growth in Arizona cities, location near Mexico, Federal Highway 2, urban development 1990-2000, Arizona demographic trends, border city dynamics"
3386,"It is also believed to be grown in the central post-Soviet states , including Kazakhstan and Kyrgyzstan , Mexico -LRB- allegedly imported by immigrant Chinese opium users -RRB- , and Colombia -LRB- reportedly as part of a collaboration between South-East Asian and Colombian drug traffickers -RRB- .","central post-Soviet states, Kazakhstan, Kyrgyzstan, Mexico, Colombia, Chinese opium users, South-East Asian drug traffickers"
3387,Costa Rica 's Deportivo Saprissa won the title with a 3-2 aggregate win over Mexico 's UNAM Pumas in the final .,"Deportivo Saprissa, UNAM Pumas, Costa Rica football, Mexican football clubs, CONCACAF final, football championship, aggregate score"
3388,"Just after the World Cup , recovered from the injury , he returned to Rio de Janeiro to sign with Fluminense but he stayed there only for a few months before signing with Mexico 's CF Monterrey .","World Cup, injury recovery, Rio de Janeiro, Fluminense, CF Monterrey, player transfer, professional football career"
3389,"One is located in the Mexico 's Museo Nacional de Antropología , while the other is in the library of John Carter Brown , in Rhode Island .","Museo Nacional de Antropología, John Carter Brown Library, Mexico cultural institutions, Rhode Island libraries, anthropological museum collections, library collections in Rhode Island, cultural heritage repositories"
3390,"He was a starter throughout most of his first season , notably scoring against his main club Espanyol but in a 1 -- 5 away loss ; on 13 May 2012 , he was brought from the bench to net the game 's only goal in the 90th minute at home against Granada CF in the last matchday , with the Madrid outskirts club finally avoiding relegation at the expense of Villarreal CF. Tamudo moved abroad for the first time at the age of 34 , joining Mexico 's C.F. Pachuca on 14 June 2012 .","player career, Espanyol football club, match against Granada CF, relegation avoidance, Tamudo transfer to Mexico, C.F. Pachuca, Spanish football"
3391,"The following table presents a listing of Mexico 's 31 federal states -LRB- and its Federal District , officially not a state -RRB- , ranked in order of their Human Development Index","Mexico's federal states, Federal District of Mexico, Human Development Index, state rankings, geographical entities of Mexico, administrative divisions, development indicators"
3392,"Mexico competed at the Winter Olympic Games for the first time in 1928 in St. Moritz , Switzerland .","Mexico, Winter Olympic Games, 1928, St. Moritz, Switzerland, Olympic participation, first appearance"
3393,"The following year he joined Associação Portuguesa de Desportos , then moved to Mexico 's C.F. Pachuca , switching back to Portuguesa shortly after , with the club now in the second level .","Associação Portuguesa de Desportos, C.F. Pachuca, Portuguese football clubs, Mexican football clubs, player transfer history, second division football"
3394,"She has received several awards for her fiction , including Mexico 's Premio Sor Juana Inés de la Cruz 1995 ; Costa Rica 's 3 times Premio Nacional Aquileo J. Echeverría .","award-winning author, Premio Sor Juana Inés de la Cruz, Mexico literary awards, Premio Nacional Aquileo J. Echeverría, Costa Rican literary honors, feminine fiction recognition, literary awards"
3395,Mexico inherited much of the Southwest upon independence from Spain in 1821 .,"Mexico, Southwest region, independence from Spain, 1821, territorial inheritance, Mexican independence, geopolitical history"
3396,"Mexico claimed the Nueces River as Texas ' southern border , while Texas and the United States claimed the Rio Grande as the border .","Nueces River, Texas southern border, Rio Grande, U.S.-Mexico border dispute, Texas border claims, Mexico border claim, U.S. border claims"
3397,"The following is the list of the GDP -LRB- Nominal -RRB- of Mexico 's 31 federal states -LRB- and its Federal District , officially not a state -RRB- , ranked in order of their GDP General :","Mexico's federal states, GDP nominal of Mexican states, Federal District of Mexico, state rankings by GDP, economic data of Mexican states, regional GDP comparison, Mexican federal entities"
3398,Subsequent groups came -- not directly from El Salvador -- but from lesser-developed countries like Mexico and Costa Rica that housed Salvadoran refugees .,"Salvadoran refugees, lesser-developed countries, Mexico, Costa Rica, refugee housing, El Salvador, migration sources"
3399,"In the Summer Olympics NORCECA qualification tournament played in May in Tijuana , Baja California , Mexico , Castillo saw her team qualify for the 2012 Summer Olympics , winning the gold medal against the Cuban team .","Summer Olympics qualification, NORCECA tournament, Tijuana, Baja California, Castillo (athlete), 2012 Summer Olympics, Cuban volleyball team, gold medal"
3400,"The town of Chiapa de Corzo , Chiapas , Mexico was founded in 1528 by the Spanish around La Pochota , `` Ceiba pentandra '' , according to tradition .","Chiapa de Corzo, Chiapas, Mexico, founded in 1528, Spanish colonization, La Pochota, Ceiba pentandra"
3401,"However , a sustained recession at the turn of the 21st century culminated in a default During the colonial period , present-day Argentina offered fewer economic advantages compared to other parts of the Spanish Empire such as Mexico or Peru , which caused it to assume a peripheral position within the Spanish colonial economy .","sustained recession, default, colonial period, Argentina, Spanish Empire, economic advantages, peripheral position"
3402,"Since he won the Lemieux fight , Rubio placed himself into a mandatory position to face the winner of the fight between titlist Sebastian Zbik of Germany and Mexico 's Julio Cesar Chavez Jr. , which Chavez won .","Rubio, Lemieux fight, mandatory challenger, Sebastian Zbik, Julio Cesar Chavez Jr., Chavez victory, boxing title contenders"
3403,"Higuera decided to have an abroad experience in 1997 at the age of 32 , and joined Mexico 's Puebla FC , being accompanied by Pardeza in the adventure .","Higuera, abroad experience 1997, Puebla FC, Mexico football, Pardeza, football career, international transfer"
3404,"It was held from February 2 through February 7 with the champion teams from Dominican Republic -LRB- Tigres del Licey -RRB- , Mexico -LRB- Tomateros de Culiacán -RRB- , Puerto Rico -LRB- Metropolitanos de San Juan -RRB- and Venezuela -LRB- Tiburones de la Guaira -RRB- .","Champion teams, Dominican Republic - Tigres del Licey, Mexico - Tomateros de Culiacán, Puerto Rico - Metropolitanos de San Juan, Venezuela - Tiburones de la Guaira, February tournament dates, International baseball competition"
3405,"It was held from February 1 through February 6 with the champions teams from Dominican Republic -LRB- Aguilas Cibaeñas -RRB- , Mexico -LRB- Algodoneros de Guasave -RRB- , Puerto Rico -LRB- Leones de Ponce -RRB- and Venezuela -LRB- Tigres de Aragua -RRB- .","Championship event, Dominican Republic Aguilas Cibaeñas, Mexico Algodoneros de Guasave, Puerto Rico Leones de Ponce, Venezuela Tigres de Aragua, Champion teams, February tournament"
3406,"Abroad , he appeared for Mérida -LRB- Spain , `` Segunda División '' -RRB- , Mexico 's UNAM Pumas and APOEL of Cyprus , eventually retiring with USPM in 2005 , at 36 .","Mérida (Spain), Segunda División, UNAM Pumas, APOEL (Cyprus), USPM, retirement in 2005, professional football career"
3407,"In the Classic , he went one for eight but got South Africa 's lone extra-base hit , a double off of Mexico 's Elmer Dessens .","Classic baseball game, South Africa baseball team, Elmer Dessens, extra-base hit, double, Mexico baseball team, player performance"
3408,"After accumulating a record of 31-1 , Stieglitz then suffered his second loss to Mexico 's Librado Andrade in eight rounds at the Morongo Casino Resort & Spa , Cabazon , California in an IBF super-middleweight title eliminator .","Stieglitz, Librado Andrade, IBF super-middleweight title eliminator, Morongo Casino Resort & Spa, Cabazon, California, boxing match, professional boxing record"
3409,He is currently the head coach of Puebla F.C. in Mexico 's Liga MX. He began his career with the Chilean club Universidad de Chile in 1980 where he played until 1986 when he transferred to the Mexican club Puebla FC .,"head coach of Puebla F.C., Puebla F.C., Liga MX, Universidad de Chile, Chilean football, Mexican football clubs, football career transfer"
3410,"In some countries such as Canada -LRB- History Canada -RRB- , the United Kingdom -LRB- History UK -RRB- , New Zealand -LRB- Choice TV -RRB- , Mexico -LRB- Proyecto 40 -RRB- , Australia -LRB- 7mate -RRB- , Asia -LRB- History Asia -RRB- and the Philippines -LRB- GMA News TV -LRB- dubbed -RRB- -RRB- and in India and Sri Lanka -LRB- History TV 18 -RRB- , the series is broadcast using the same `` American Restoration '' title as the History channel in the U.S.","History Canada, History UK, Choice TV New Zealand, Proyecto 40 Mexico, 7mate Australia, History Asia, GMA News TV Philippines"
3411,"In 1805 , the governance of Lucca was taken over by Napoleon , who merged the State of Lucca with the Principality of Piombino to become the Principality of Lucca and Piombino -LRB- 1805 -- 1809 -RRB- .","Lucca governance, Napoleon, Principality of Lucca and Piombino, State of Lucca, Principality of Piombino, 1805 territorial changes, Lucca and Piombino merger"
3412,"After Napoleon Bonaparte 's 18 Brumaire Coup he acquired the paper with which the name of his family has chiefly been connected , the `` Journal des Débats '' .","Napoleon Bonaparte, 18 Brumaire Coup, Journal des Débats, family name association, historical newspapers, French political history, media ownership"
3413,"It is known as the site of the Battle of Ligny , where Napoleon defeated Blücher two days before the battle of Waterloo while Wellington and Marshal Ney were engaged at Quatre Bras .","Battle of Ligny, Napoleon, Blücher, Battle of Waterloo, Wellington, Marshal Ney, Quatre Bras"
3414,"Reinhard replaced Talleyrand as Minister , under Director Emmanuel Joseph Sieyès , and served in this capacity until after Napoleon Bonaparte 's Coup of 18 Brumaire 1799 -LRB- when Talleyrand again came to the office -RRB- .","Reinhard, Talleyrand, Minister, Emmanuel Joseph Sieyès, Napoleon Bonaparte, Coup of 18 Brumaire 1799, French political figures"
3415,Robinson immediately renamed Lewis Falls to Waterloo after the famous battle in which Napoleon Bonaparte was defeated .,"Lewis Falls, Waterloo, Napoleon Bonaparte, Battle of Waterloo, renaming of geographic locations, historical battles, geographic name changes"
3416,"Napoleon , fearing that his tomb would become a symbol to Republicanism , ordered it to stay at the Château d'If , on an island near Marseille .","Napoleon, Château d'If, symbol to Republicanism, Napoleon's tomb, Marseille, island near Marseille, political symbolism"
3417,This made him the elder brother of Alexandre de Beauharnais and the uncle of Napoleon 's stepchildren Eugène and Hortense .,"Alexandre de Beauharnais, Napoleon, Eugène, Hortense, elder brother, uncle, stepchildren"
3418,"Under Napoleon I , the proportions were changed to make the stripes ' width equal , but by a regulation dated 17 May 1853 , the navy went back to using the 30:33:37 proportions , which it now continues to use , as the flapping of the flag makes portions farther from the halyard Blue and red are the traditional colours of Paris , used on the city 's coat of arms .","Napoleon I, navy flag proportions, flag regulation 1853, flag color symbolism, Paris coat of arms, flag design standards, naval ensign specifications"
3419,"Under Napoleon I , the proportions were changed to make the stripes ' width equal , but by a regulation dated 17 May 1853 , the navy went back to using the 30:33:37 proportions , which it now continues to use , as the flapping of the flag makes portions farther from the halyard Blue and red are the traditional colours of Paris , used on the city 's coat of arms .","Napoleon I, navy flag proportions, flag regulation 1853, flag colors blue and red, Paris coat of arms, flag design standards, historical flag modifications"
3420,"During the campaign of 1814 , Napoleon tried in vain to dislodge Blücher and Bülow from it in the Battle of Laon .","Napoleon, Battle of Laon, 1814 campaign, Blücher, Bülow, military engagement, French military efforts"
3421,"During the campaign of 1814 , Napoleon tried in vain to dislodge Blücher and Bülow from it in the Battle of Laon .","Napoleon, Battle of Laon, 1814 campaign, Blücher, Bülow, military engagement, French campaign"
3422,In order to gain a seaport on the Ionian coast Ali formed an alliance with Napoleon I of France who had established Francois Pouqueville as his general consul in Ioánnina .,"seaport on the Ionian coast, Ali, Napoleon I of France, Francois Pouqueville, general consul in Ioánnina, Ionian coast, alliances in regional politics"
3423,In order to gain a seaport on the Albanian coast Ali formed an alliance with Napoleon I of France who had established Francois Pouqueville as his general consul in Ioánnina .,"Albanian coast, Ali, Napoleon I of France, Francois Pouqueville, general consul in Ioánnina, seaport acquisition, alliances in 19th century"
3424,"In the War of the Fifth Coalition , Emperor Napoleon I of France defeated Johann von Hiller at the Battle of Landshut on 21 April 1809 and Archduke Charles at the Battle of Eckmühl on 22 April .","War of the Fifth Coalition, Emperor Napoleon I of France, Johann von Hiller, Battle of Landshut, Battle of Eckmühl, Archduke Charles, 1809 military conflicts"
3425,The main Austrian armies were forced to retreat after Emperor Napoleon I of France defeated Feldmarschall-Leutnant Johann von Hiller at the Battle of Landshut on 21 April and Archduke Charles at the Battle of Eckmühl on 22 April .,"Austrian armies, Emperor Napoleon I, Johann von Hiller, Battle of Landshut, Battle of Eckmühl, Archduke Charles, military retreat"
3426,"In the Battle of Lützen -LRB- German : `` Schlacht von Großgörschen '' , May 2 , 1813 -RRB- , Napoleon I of France halted the advances of the Sixth Coalition after his devastating losses in Russia .","Battle of Lützen, Napoleon I of France, Sixth Coalition, 1813 military engagement, Russian campaign losses, German name Schlacht von Großgörschen, Napoleonic Wars"
3427,"In the Battle of Lützen -LRB- German : `` Schlacht von Großgörschen '' , May 2 , 1813 -RRB- , Napoleon I of France halted the advances of the Sixth Coalition after his devastating losses in Russia .","Battle of Lützen, Napoleon I of France, Sixth Coalition, 1813 military engagement, Russian campaign losses, German name Schlacht von Großgörschen, Napoleonic Wars"
3428,"However Napoleon was too late - by this time Blücher and the Prussian The road leads from La Belle Alliance , where Napoleon had his headquarters on the morning of the battle , through where the centre of the French front line was located , to a crossroads on the ridge which is at the top of the escarpment and then on to Brussels .","Napoleon, Blücher, Prussian army, La Belle Alliance, French front line, battle of Waterloo, Brussels"
3429,"The station is named after the Avenue de Wagram , which was named after the Battle of Wagram , where Napoleon Bonaparte defeated the Archduke Charles of Austria in 1809 in the Austrian town of Deutsch-Wagram near Vienna .","Avenue de Wagram, Battle of Wagram, Napoleon Bonaparte, Archduke Charles of Austria, 1809 military victory, Deutsch-Wagram, Vienna"
3430,"As a passionate advocate of Catalan independence and a resolute opponent of Bonaparte 's tyranny , Maturin had become involved in intelligence gathering , and as he begins his career with the Royal Navy , he becomes a valued volunteer secret agent for the Admiralty .","Catalan independence, Bonaparte's tyranny, Maturin, Royal Navy, Admiralty, secret agent, intelligence gathering"
3431,"Having escaped deportation at the time of the `` coup d'état '' of 18 Fructidor , he took part in organizing Napoleon Bonaparte 's 18 Brumaire Coup -- alongside Emmanuel Joseph Sieyès , Charles Maurice de Talleyrand , Saint-Jean d'Angély , and Count Volnay -- and wrote the `` Adresse aux Parisiens '' -LRB- Napoleon 's speech to the people of Paris , given immediately after the coup -RRB- .","Napoleon Bonaparte, 18 Brumaire Coup, Emmanuel Joseph Sieyès, Charles Maurice de Talleyrand, Adresse aux Parisiens, 18 Fructidor coup d'état, French political history"
3432,"At the time of the First French Empire , Napoleon made it one of his residences , and furnished it in the Empire Style .","First French Empire, Napoleon, residences, Empire Style, furnishing, historical residence, French Empire architecture"
3433,"In 1808 , Napoleon captured Madrid in the Battle of Somosierra , and he induced Carlos 's father Charles IV and Carlos ' older brother Ferdinand VII to renounce their rights to the throne of Spain .","Napoleon, Battle of Somosierra, Madrid, Charles IV, Ferdinand VII, Spanish throne, monarchical succession"
3434,"He has also written another series , `` Revolution '' , focusing on Wellington and Napoleon , whose first title , `` Young Bloods '' , was published in 2006 .","Revolution series, Wellington, Napoleon, Young Bloods, 2006 publication, historical figures, literary work"
3435,The current Member of Parliament is Kate Green of the Labour Party .,"Kate Green, Member of Parliament, Labour Party, political representative, UK politics, parliamentary role, political affiliation"
3436,The current Member of Parliament is Alan Duncan .,"Member of Parliament, Alan Duncan, political role, parliamentary representative, UK politics, government official, legislative position"
3437,"Members of Parliament who attended the school include Andrew Little , John Armstrong , Bruce Beetham , Merv Wellington , Cam Calder , Ken Comber .","Members of Parliament, Andrew Little, John Armstrong, Bruce Beetham, Merv Wellington, Cam Calder, Ken Comber"
3438,"Members of Parliament who attended the school include Andrew Little , John Armstrong , Bruce Beetham , Merv Wellington , Cam Calder , Ken Comber .","Members of Parliament, Andrew Little, John Armstrong, Bruce Beetham, Merv Wellington, Cam Calder, Ken Comber"
3439,"For twenty years the Member of Parliament was the Sheffield cutler and steel manufacturer , Sir Frederick Mappin , who was able to unite the middle-class voters from Sheffield with the hill-farmers and the miners to vote for him as a Liberal .","Sir Frederick Mappin, Sheffield Member of Parliament, steel manufacturer, Liberal politician, middle-class voters, hill-farmers, miners"
3440,"For twenty years the Member of Parliament was the Sheffield cutler and steel manufacturer , Sir Frederick Mappin , who was able to unite the middle-class voters from Sheffield with the hill-farmers and the miners to vote for him as a Liberal .","Sir Frederick Mappin, Sheffield Member of Parliament, steel manufacturer, Liberal politician, middle-class voters, hill-farmers, miners"
3441,"The current MP is Michael Tomlinson , who won the seat in 2015 .","Michael Tomlinson, Member of Parliament (MP), 2015 election victory, political representative, UK Parliament, electoral seat, political career"
3442,The Current MP is Paul Flynn a well-known back-bencher .,"Paul Flynn, current Member of Parliament, back-bencher, MP role, political figure, parliamentary position, British politician"
3443,"A member of the country 's governing People 's Action Party -LRB- PAP -RRB- , Chong is a Member of Parliament representing Punggol East Single Member Constituency -LRB- Punggol East SMC -RRB- and a Deputy Speaker of Parliament .","People's Action Party (PAP), Chong, Member of Parliament, Punggol East Single Member Constituency, Deputy Speaker of Parliament, Singapore political roles, government representatives"
3444,"The Glasgow Bridgeton by-election was held on 29 August 1946 , following the death of Independent Labour Party -LRB- ILP -RRB- Member of Parliament for Glasgow Bridgeton , James Maxton .","Glasgow Bridgeton by-election, 1946 election, James Maxton, Independent Labour Party (ILP), Member of Parliament (MP), political succession, by-election date"
3445,"The Member of Parliament for Hawkesbury Village is Craig Tracey , the borough councillors are Bob Copland and John Glass .","Member of Parliament for Hawkesbury Village, Craig Tracey, borough councillors, Bob Copland, John Glass"
3446,The Member of Parliament is Chris Heaton-Harris -LRB- Conservative -RRB- .,"Chris Heaton-Harris, Member of Parliament, Conservative Party, political role, UK politics, parliamentary representative, political affiliation"
3447,"Morris Bodnar , Member of Parliament for Saskatoon -- Dundurn , commemorated Seager Wheeler 's Maple Grove Farm as a National Historic Site of Canada Seager Wheeler developed many dryland farming techniques , invented equipment as well as winning numerous awards for developing wheat strains and fruits which would grow in the short prairie season , seeds which would survive over winter and many other practises which helped develop a sustainable agricultural economy in Saskatchewan .","Morris Bodnar, Member of Parliament, Seager Wheeler, Maple Grove Farm, National Historic Site of Canada, dryland farming techniques, Saskatchewan agriculture"
3448,"Morris Bodnar , Member of Parliament for Saskatoon -- Dundurn , commemorated Seager Wheeler 's Maple Grove Farm as a National Historic Site of Canada on August 3 , 1996 .","Morris Bodnar, Member of Parliament, Saskatoon--Dundurn, Seager Wheeler, Maple Grove Farm, National Historic Site of Canada, August 3, 1996"
3449,"Its Member of Parliament is Claire Perry , Member for Devizes .","Claire Perry, Member of Parliament, Devizes, MP representation, political role, constituency, UK Parliament"
3450,"His father , Sir Francis Lowe , 1st Baronet , was a Member of Parliament , representing Birmingham Edgbaston .","Sir Francis Lowe, 1st Baronet, Member of Parliament, Birmingham Edgbaston, family background, political representation, noble titles"
3451,"Harriet Sarah , Lady Mordaunt -LRB- 1848 -- 1906 -RRB- , formerly Harriet Moncreiffe , was the Scottish wife of an English baronet and Member of Parliament , Sir Charles Mordaunt .","Harriet Sarah Mordaunt, Lady Mordaunt, Harriet Moncreiffe, Scottish wife, English baronet, Member of Parliament, Sir Charles Mordaunt"
3452,"Current MP , Dr Sarah Wollaston , won the Totnes primary in August 2009 , and went on to be elected to Parliament at the 2010 general election .","Dr Sarah Wollaston, Totnes constituency, Member of Parliament (MP), 2010 general election, 2009 primary election, UK Parliament, political career"
3453,"Scrooge could also be based on two misers : the eccentric John Elwes , MP , or Jemmy Wood , the owner of the Gloucester Old Bank who was also known as `` The Gloucester Miser '' .","Scrooge, John Elwes, Jemmy Wood, Gloucester Old Bank, The Gloucester Miser, misers, character inspiration"
3454,"Its Member of Parliament is Claire Perry , Member for Devizes .","Claire Perry, Member of Parliament, Devizes, MP, British politics, constituency representation, political role"
3455,"He is a Member of Parliament representing the Pheu Thai Party , and was one of the Deputy Prime Ministers of Yingluck Shinawatra from 2011 to 2013 .","Member of Parliament, Pheu Thai Party, Deputy Prime Minister, Yingluck Shinawatra, Thai politics, Political roles, 2011-2013"
3456,"K. K. Shetty -LRB- born 18 April 1901 , date of death unknown -RRB- was an Indian independence activist , journalist and a Member of Parliament who represented the Mangalore Constituency in the 5th Lok Sabha .","K. K. Shetty, Indian independence activist, journalist, Member of Parliament, Mangalore Constituency, 5th Lok Sabha, 1901 birth"
3457,"Adhur Shanker Alva -LRB- born 22 April 1906 , date of death unknown -RRB- was an Indian politician , lawyer and Member of Parliament who represented the Mangalore Constituency in the 3rd Lok Sabha .","Adhur Shanker Alva, Indian politician, Member of Parliament, Mangalore Constituency, 3rd Lok Sabha, lawyer, Indian political history"
3458,"Its Member of Parliament is Claire Perry , Member for Devizes .","Claire Perry, Member of Parliament, Devizes, MP, political representative, constituency"
3459,Walter MacMurrough Kavanagh PC -LRB- 14 January 1856 -- 18 July 1922 -RRB- was a Member of Parliament -LRB- MP -RRB- who represented Carlow County from 1908 to 1910 .,"Walter MacMurrough Kavanagh, Member of Parliament, Carlow County, Irish politician, 1908-1910 parliamentary term, Irish House of Commons, political career"
3460,"He has a brother , Komatireddy Raj Gopal Reddy earlier served as Member of Parliament , Bhongir .","Komatireddy Raj Gopal Reddy, Member of Parliament, Bhongir, family relations, political roles, Indian politicians, political constituencies"
3461,He is a Member of Parliament -LRB- MP -RRB- representing the Holland-Bukit Timah Group Representation Constituency .,"Member of Parliament, MP, Holland-Bukit Timah GRC, Group Representation Constituency, political representative, electoral district, legislative role"
3462,"Srikumaradas Charles Shirley Corea -LRB- 7 March 1906 -- 5 March 1974 -RRB- was a Sri Lankan politician and Member of Parliament , representing Chilaw .","Srikumaradas Charles Shirley Corea, Sri Lankan politician, Member of Parliament, Chilaw constituency, 1906-1974, Sri Lankan political figures, Parliamentary representation"
3463,"Lajos Szikszai -LRB- November 25 , 1825 -- August 31 , 1897 -RRB- was a Hungarian revolutionary , politician , Member of Parliament , vicecomes of Szilágy County and art collector .","Lajos Szikszai, Hungarian revolutionary, Member of Parliament, vicecomes of Szilágy County, art collector, Hungarian politics, 19th-century Hungarian figures"
3464,"For many years the MP was Joyce Quin , who retired on 11 April 2005 and was awarded a life peerage into the House of Lords on 13 June 2006 and is now Baroness Quin .","Joyce Quin, Member of Parliament (MP), retirement date (11 April 2005), life peerage, House of Lords, Baroness Quin, political career"
3465,"For many years the MP was Joyce Quin , who retired on 11 April 2005 and was awarded a life peerage into the House of Lords on 13 June 2006 and is now Baroness Quin .","Joyce Quin, Member of Parliament (MP), retirement date (11 April 2005), life peerage, House of Lords, Baroness Quin, political career"
3466,The Member of Parliament for Maidstone and the Weald is Conservative Helen Grant .,"Member of Parliament, Maidstone and the Weald, Helen Grant, Conservative Party, political representative, UK Parliament, constituency"
3467,"The MP is Stuart Andrew There are several recreational parks in Pudsey , the largest is Pudsey Park ; features include Pets Corner , aquarium , bird houses , tropical greenhouse , a `` Pudsey Bear '' -LRB- made of vegetation -RRB- and a large play area for children .","Stuart Andrew, Pudsey, Pudsey Park, recreational parks, Pets Corner, aquarium, bird houses, tropical greenhouse, Pudsey Bear, children's play area"
3468,"The Dundas family descends from the wealthy Scottish businessman and Member of Parliament , Lawrence Dundas .","Dundas family, Lawrence Dundas, Scottish businessman, Member of Parliament, wealthy Scottish family, family lineage, political and business prominence"
3469,"From 1997 to 2010 the MP was Claire Curtis-Thomas , a member of the Labour Party , prior to her election the Crosby seat was generally considered to be a safe Conservative Party stronghold , like its predecessor seat , with Tory MP 's elected at every election barring the Crosby by-election , 1981 where Shirley Williams of the Social Democratic Party was elected to represent the constituency .","Claire Curtis-Thomas, Labour Party, Crosby constituency, Conservative Party, Tory MPs, Shirley Williams, Social Democratic Party"
3470,"From 1997 to 2010 the MP was Claire Curtis-Thomas , a member of the Labour Party , prior to her election the Crosby seat was generally considered to be a safe Conservative Party stronghold , like its predecessor seat , with Tory MP 's elected at every election barring the Crosby by-election , 1981 where Shirley Williams of the Social Democratic Party was elected to represent the constituency .","Claire Curtis-Thomas, Labour Party, Crosby constituency, Conservative Party, Tory MPs, Shirley Williams, Social Democratic Party"
3471,The Member of Parliament is Philippa Whitford .,"Philippa Whitford, Member of Parliament, MP, political role, parliamentary representative, political figure, UK politics"
3472,The current Member of Parliament is Stephen Timms .,"Member of Parliament, Stephen Timms, political role, parliamentary representative, UK politics, legislative position, political figure"
3473,"He was Member of Parliament -LRB- MP -RRB- representing the constituencies of Cambridgeshire -LRB- 1961 -- 83 -RRB- and South East Cambridgeshire -LRB- 1983 -- 87 -RRB- , and was made a life peer in 1987 .","Member of Parliament, Cambridgeshire constituency, South East Cambridgeshire constituency, life peer, political career, British Parliament, constituency representation"
